artist,song,features
OPM,Heaven Is a Halfpipe (If I Die),spotify:track:1Sm3U3B5XoidYQEZQZrh3i
Opus,Live Is Life - Live,spotify:track:7hkOgKKybgawYUcrkZD3wV
Orchestral Manoeuvres In The Dark,Enola Gay,spotify:track:7bJSbd2Upa4iYVHlbRKEJm
Patrice Rushen,Forget Me Nots,spotify:track:7vuSGejUXpD365Nl9tyehq
Patrick Bruel,Place des grands hommes,spotify:track:20RHWjtCLr7ODGQEItdZXg
Patrick Street,Music For A Found Harmonium,spotify:track:5vKaYFrSdHcFYsSz9gaDQg
Patti LaBelle,Lady Marmalade,spotify:track:3GGcwG519BTMdvMeFy7meT
Patti Smith,Because the Night,spotify:track:0lIoY4ZQsdn5QzhraM9o9u
Paul Engemann,"Scarface (Push It To The Limit) - From ""Scarface"" Soundtrack",spotify:track:0aCDlbhpppfgsoRywHVgGW
Peter Allen,I Go To Rio,spotify:track:4w6yOgvvdY3tcG3tlOV4lG
Peter Frampton,"Baby, I Love Your Way - Live In The United States/1976",spotify:track:6dhahz0MBnj2Ypf0qYYY9j
Peter Gabriel,Sledgehammer,spotify:track:029NqmIySn1kOY305AAhxT
Pete Townshend,Save It For Later - Live,spotify:track:2nFT5Q0i5j0CyGtbmW5h1x
Phil Oakey,"Together In Electric Dreams - Remastered 2003 / From ""Electric Dreams"" Original Motion Picture Soundtrack",spotify:track:0Ytxje4D5iXTHN3MOCC5jS
Pilot,Magic - 2003 Remaster,spotify:track:2TSd55BFGI75LVW00mm3c2
Plan B,She Said,spotify:track:5kVU4z9zL3M7w7EVhBBbEF
Portrait,Here We Go Again! - Radio Edit,spotify:track:5rIr1MOh4cWwpdln1QqTPS
Prefab Sprout,The King of Rock 'N' Roll,spotify:track:5XWJYBQqDNJKVyAkRTKJt5
Pretenders,Middle of the Road - 2007 Remaster,spotify:track:1YhyOTcVjHe73cm6tYrHkA
Pritam,Radha,spotify:track:5yYgGkyYJmmSwRp3caFplJ
Pure Prairie League,Amie,spotify:track:1mqydO6xMtyTPa8yo1SdVr
Quantic,Mi Swing Es Tropical (feat. Tempo & The Candela Allstars),spotify:track:78ZV8UGEVgtJzLS4kBOIHs
Quarterflash,Harden My Heart,spotify:track:0qa47H0UtlOFq9TLSVrv9R
Raf,Ti pretendo,spotify:track:1DpIuq4OrlhmN5BQFAQvwh
Railroad Earth,Mighty River,spotify:track:2pWLzxRYMR53uC95fRzJbe
Randy Crawford,Street Life,spotify:track:4CWUGKyUi4aJOq7tF6HAIF
The Rasmus,In the Shadows,spotify:track:1fr92Vupmcs2vgLMFVQ7rd
Ray Parker Jr.,Ghostbusters,spotify:track:3m0y8qLoznUYi73SUBP8GI
Real Life,Catch Me I'm Falling,spotify:track:3Guz2ytmxqThnnJGHwXviA
Renato Zero,Triangolo,spotify:track:7GTeLC0Luk2RgtFE6CpYSo
Ricchi E Poveri,Sarà perché ti amo,spotify:track:6FofVmsYAs2FNeOdzQJnnW
Rich Brian,Kids,spotify:track:2S9r3he7RP6j6ptiQGVW6Y
Rick Springfield,Jessie's Girl,spotify:track:2F1fnE1a8zQCogM6jJifHH
Righeira,No tengo dinero,spotify:track:0TvVLMp0xt1CbXndXHilcg
The Riverdance Orchestra,Riverdance Remix,spotify:track:4M06Sklrbyti0DwHG3wwUm
Roachford,Cuddly Toy,spotify:track:7D88UPDgOxn32w8gqBcCWv
Robbie Nevil,C'est La Vie,spotify:track:7nx6bmfojpAW4SCwoZM13B
Robert Earl Keen,Feelin' Good Again,spotify:track:4NpYrBb5iuDqW1S5qrU3b6
Roberto Murolo,L'italia E Bbella,spotify:track:2b3YWIkQhDrbpCPGxFKG3D
Rockwell,Somebody's Watching Me - Single Version,spotify:track:6A4Jc8npNo79BOgsrPptLA
Rodolfo Aicardi,La Colegiala,spotify:track:7rDIiNyDgqUb6WQOgskiiF
Roger Glover,Love is All,spotify:track:6PTPg7Ols3MZl3CQ8KgaSU
Roger Martin,Waterfalls,spotify:track:1CtQClLffhYcQKRIAtM0qm
Roope Salminen & Koirat,Pidä pää ylhääl (feat. Reeta),spotify:track:5MbDEe6OHY5vhdpOnLUF9P
Rose Royce,Car Wash - Long Version,spotify:track:07RgAeKIlahtqeCw25SkTu
Royal Crown Revue,Hey Pachuco!,spotify:track:1z1m5WqzxzjRy4VGJMK2ft
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",spotify:track:5CLGzJsGqhCEECcpnFQA8x
Rusted Root,Send Me on My Way,spotify:track:6hs3SDnbO3f6VQuPO4KBEb
Sabrina,Boys - Summertime Love,spotify:track:1uI848raFaNWwe9HjHpjQ5
Sade,Smooth Operator - Single Version,spotify:track:3XEtw7t4V5sfd2vtkp0ql7
Saez,Jeune et con,spotify:track:3IzOCoNmyHDH9PfOImV0Ke
The Sandpipers,Guantanamera,spotify:track:6gtg5a7wYlQjy7n593D6dx
Sanford Townsend Band,Smoke from a Distant Fire,spotify:track:62obgbkuUt75nDIiIcLI4T
Scandal,The Warrior (feat. Patty Smyth),spotify:track:2hQnLzly0jRPpLPp23sA4i
Scissor Sisters,I Don't Feel Like Dancin',spotify:track:1q9l6c8bAzqWcvO3DM6FsR
Scotch,Disco Band,spotify:track:0776snw9cIkdXSuNRjlZf3
Sébastien Tellier,La ritournelle,spotify:track:0qG1teoBvooRo7Z5Z8edCk
Secret Service,Flash In The Night,spotify:track:2IUWDFVMeFaxDhJ3MXhQsU
Seeb,Drink About - Clean Bandit Remix,spotify:track:1HCmEU2u0YU8ll8qgXDyjj
Semisonic,Closing Time,spotify:track:4EnkwZd0UJAuHpNMMemQaA
Shanice,I Love Your Smile,spotify:track:69mFxANpGyq9s69LqH3d9G
Shannon,Let The Music Play,spotify:track:4d8Bqtm7ODdQLFXxPSuK64
The Shins,New Slang,spotify:track:2cP37n7TZEe0oBxCbZu0KA
Sia,Cheap Thrills (feat. Sean Paul),spotify:track:378iszndTZAR4dH8kwsLC6
Sixpence None The Richer,Kiss Me,spotify:track:754kgU5rWscRTfvlsuEwFp
The Smithereens,A Girl Like You,spotify:track:4qz8PpznLcX5AtoUusIiAh
Smooth Hound Smith,Forever Cold,spotify:track:1m1UoOzaE3rA7CtipV5nyt
Snow,Informer,spotify:track:2LjiPAQOVazT8sRyXL3XRs
Soft Cell,Tainted Love,spotify:track:0cGG2EouYCEEC3xfa0tDFV
Sonique,It Feels So Good,spotify:track:4C35Vx32FJvaMzHwTZhT48
Sonny & Cher,I Got You Babe,spotify:track:4SGBuq37Ol4HJr7pQqFMKa
Space,Female of the Species,spotify:track:5beiMMlsINDI5fxRdF0D42
The Spencer Davis Group,Gimme Some Lovin' - Single Mix,spotify:track:3EOZLnmwc7i7VFAtM5uNN4
Spin Doctors,Two Princes,spotify:track:0cuq829zRNq4AEdmDJA4aw
Starbuck,Moonlight Feels Right,spotify:track:7sfMjwBcAatrNH46rn1YsK
Starland Vocal Band,Afternoon Delight,spotify:track:0GmRPoU0PrO1crMm7mB7zg
Steppenwolf,Born To Be Wild,spotify:track:63OFKbMaZSDZ4wtesuuq6f
Steve Earle,The Galway Girl,spotify:track:1KnilWyiAb1Jwa9QJXZGMN
Steve Forbert,Romeo's Tune,spotify:track:0sqV5eatVksGNlf7Ydr86b
Stevie Nicks,Edge of Seventeen,spotify:track:3OeHBpJwMsIGcdumxCtzte
The Stray Birds,Shining in the Distance,spotify:track:7zVCsUqv1axiLwZ4YSDksc
Sugar,If I Can't Change Your Mind,spotify:track:2azKYJwardDVyEdtiHNucT
Superfly,愛をこめて花束を,spotify:track:7CmWXD3w1xOO53AAO4LRVQ
Supergrass,Moving,spotify:track:6LpKziy8JtKAQG7C6KBxCn
Supergrass,Alright,spotify:track:5xC8uOesnn0udeXAYlAnoY
The Supremes,Baby Love,spotify:track:5uES1C2NgkdrNHiCwf9jRr
Swing Out Sister,Breakout,spotify:track:5JsIknb4lyIKQCytjv0Uw5
Takagi & Ketra,L'esercito del selfie (feat. Lorenzo Fragola & Arisa),spotify:track:28I8isBTQdyl3LTtAAQofp
Tal Bachman,She's so High,spotify:track:7mnGQesk1TzQLzQ9bYWZPR
Taylor Dayne,Tell It to My Heart,spotify:track:3YVPpVJvJG2EauXurPA90F
The Temper Trap,Sweet Disposition,spotify:track:2PLi7OmleXPNBrGLon3sUy
The Temptations,My Girl,spotify:track:745H5CctFr12Mo7cqa1BMH
Them,"Baby, Please Don't Go (feat. Van Morrison)",spotify:track:5WUgOOaTk00PnksDekcgcg
Tinie Tempah,Pass Out,spotify:track:2cY7WSxFIsZQaoDNJe7Fz3
Tito & Tarantula,After Dark,spotify:track:3fS3ZiDYMRgD6yyF4HKRLI
Tony Carey,"A Fine, Fine Day",spotify:track:5091oN6DGFSX8vfZsJyJij
Tony Christie,(Is This The Way To) Amarillo,spotify:track:3FJ3wfXtlXhY4a11OnwXHf
Toploader,Dancing in the Moonlight,spotify:track:3Fzlg5r1IjhLk2qRw667od
Town Mountain,I'm On Fire,spotify:track:3xSdEH8yjB0hiCcj9CG0xR
Tracey Ullman,They Don't Know,spotify:track:0tOkXHcYsR2Y07XiGl0Yme
The Trammps,Disco Inferno - Edit,spotify:track:3GXo1eWlT2flv4x01l5OTu
A Tribe Called Quest,Can I Kick It?,spotify:track:3Ti0GdlrotgwsAVBBugv0I
Trini Lopez,Gonna Get Along Without You,spotify:track:3hE4Y2wNS2RQ7imtVAwBP5
The Troggs,Wild Thing,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8
Tubeway Army,Are 'Friends' Electric?,spotify:track:6Y0gqGszwuiaa10jYPyYRV
Turin Brakes,Pain Killer (Summer Rain),spotify:track:1yenUKkJQJFRCS0F5bh6CB
The Turtles,Happy Together,spotify:track:1JO1xLtVc8mWhIoE3YaCL0
Uncle Lucius,Keep The Wolves Away,spotify:track:5XpJVr7FpYkZrgPCHbFF4E
Vanessa Carlton,A Thousand Miles,spotify:track:5y69gQtK33qxb8a24ACkCy
Vanessa Paradis,La Seine,spotify:track:3eDfI95LLKOFEEZl5jrnnj
The Vapors,Turning Japanese,spotify:track:30cHDhxUqgnHq78hv5UjMx
Véronique Sanson,Chanson sur ma drôle de vie,spotify:track:3D6GM9pxMGYLtUsLf6Yyyv
Vic Reeves,Dizzy,spotify:track:2onf2xaCKilYqxJ31zQmEx
Vinicio Capossela,Il Ballo Di San Vito,spotify:track:5PdBc9w1I5uvFpVLcl6YC8
Vixen,Edge Of A Broken Heart,spotify:track:2mEk0VdrbDJ11DBC6Y92mh
The Wandering Hearts,Fire And Water,spotify:track:5dM6yw4IPmQbIW63CjTPwY
Wang Chung,Dance Hall Days,spotify:track:2qximHwGjfuXUqwQSJujO9
War,Low Rider,spotify:track:0K0mHNP0TbJQujcBl29xIO
The War On Drugs,Pain,spotify:track:59P1nrdEImkAKa1nyW9X2e
The Weeknd,Can't Feel My Face,spotify:track:22VdIZQfgXJea34mQxlt81
Wheatus,Teenage Dirtbag,spotify:track:25FTMokYEbEWHEdss5JLZS
The Whispers,And the Beat Goes On,spotify:track:5rc28C9Ym7zIAypx3QGcnv
White Town,Your Woman,spotify:track:2iaCwsy9HDIVPczJJZ7mSe
Wilco,"Jesus, Etc.",spotify:track:4wd09wCccmxUB7XVJp0RNn
Wings,Silly Love Songs - Remastered 1993,spotify:track:3bC0IKk62yB6TDaratb1s2
The Wood Brothers,Luckiest Man,spotify:track:26uHwSHlaK5mskSMhbRod3
Work Of Art,Why Do I?,spotify:track:4lGZgFi2GkRVrv5hdAgNId
Yellowjackets,Matinee Idol,spotify:track:190Tz6CYjyOAq5ypbV8CFi
Yuri,Maldita Primavera,spotify:track:3GUyiFEglEm9rSToOf5YZW
Alexander Abreu,Me Dicen Cuba,spotify:track:2AMQZ5IupHljTDOH44Nx2s
Antonio Banderas,Cancion del Mariachi,spotify:track:2WAHi5ZJwDZqGjnhZgZYmU
Bananarama,Cruel Summer,spotify:track:2EGaDf0cPX789H3LNeB03D
Bananarama,Venus,spotify:track:4XX1pFUkQOZTYp6Hb6a6Ae
The Bangles,Walk Like an Egyptian,spotify:track:3BGbqEDio3ocx1v4egIYr6
The Bangles,Hazy Shade of Winter,spotify:track:0P2vAvvWni2tNXOdbH3JFk
The Bangles,Eternal Flame,spotify:track:793zMrBCSBOYgD7JhYB97f
Basement Jaxx,Rendez-Vu (Radio Edit),spotify:track:6zFtRglwMBHIrAGWV1x2PS
Basement Jaxx,Where's Your Head At,spotify:track:25ys1lEf3z6lvkDEE5mG0R
Basement Jaxx,Samba Magic,spotify:track:6aUT32RDhTo409qBTzdbvg
The Beach Boys,I Get Around,spotify:track:3mXexrmtPJ1KdWN37rYePx
The Beach Boys,Kokomo,spotify:track:2STQAr3BRiAeeveJ07gZh7
The Beach Boys,Good Vibrations - Remastered 2001,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f
The Beach Boys,Barbara Ann,spotify:track:2KOt2JrCB720UxIbyzweQo
The Beach Boys,Surfin' U.S.A. - Remastered 2001,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b
The Beautiful South,Don't Marry Her,spotify:track:20abcpNIRjDmyFoAbFozil
The Beautiful South,Rotterdam (Or Anywhere),spotify:track:7BZLNqU7zChzcnSo6ETJ5l
The Beautiful South,Perfect 10,spotify:track:31b8otrq8xVEho2byLRkrd
The Beautiful South,How Long's A Tear Take To Dry? - Radio Edit,spotify:track:7lx5164VxJVEKxIvw3NJM3
Beth Carvalho,Vou Festejar,spotify:track:54JLlb23AnzXErLRSNVIUn
Beth Carvalho,Visual,spotify:track:4PuQAnSZGzThhg91qh1tlg
Beth Carvalho,O Isaura,spotify:track:7DxAcnWVQewsYCNxiLzOOr
Beth Carvalho,Marcando Bobeira,spotify:track:7D7AkXQv32JM4gDP4M27tX
Beth Carvalho,Meu Caminho,spotify:track:5gVlRZfQuk8WwSt40FFL85
Beth Carvalho,Goiabada Cascão,spotify:track:19bxea26tIS3V9J1tKkQWv
Beth Carvalho,"Você, eu e a orgia",spotify:track:5fw03pL3WSZkQstpYWoYqG
Beth Carvalho,Lenço,spotify:track:1ZGgyxY9OCoOcHFcrPk0Mm
Beth Carvalho,Passarinho,spotify:track:4xYNBAUagvJ9t6iOtEAXUP
Beth Carvalho,Linda Borboleta,spotify:track:5riDutEvM5aPReiVItHqIj
Beth Carvalho,Que Sejam Bem-Vindos,spotify:track:0gQTGV2rBS5RMzvsepNjI5
Beth Carvalho,Agoniza Mas Não Morre,spotify:track:3mVcyfuIGiQlsyDgnGQJYd
Big Bad Voodoo Daddy,I Wanna Be Like You,spotify:track:7os7j6OKzxl1a8RAnGitzN
Big Bad Voodoo Daddy,Ol' MacDonald,spotify:track:0ebvRzg4VALnKhMp6rs3Uw
Bill Withers,Ain't No Sunshine,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt
Bill Withers,Lovely Day,spotify:track:0bRXwKfigvpKZUurwqAlEh
Bill Withers,Use Me,spotify:track:4gRA0i5sxx3jAhHaVjPnUN
Bill Withers,Lean on Me,spotify:track:3M8FzayQWtkvOhqMn2V4T2
Billy Idol,White Wedding - Pt. 1,spotify:track:1gzIbdFnGJ226LTl0Cn2SX
Billy Idol,Evil Eye,spotify:track:2k14LsMxWEK9tv5anDjTFe
Billy Idol,Rebel Yell,spotify:track:4TIJ7zSBNejpoIPaWpWRKc
Billy Idol,Eyes Without A Face,spotify:track:0pUVeEgZuNyFzIMKp67RbS
Billy Joel,My Life,spotify:track:4ZoBC5MhSEzuknIgAkBaoT
Billy Joel,It's Still Rock and Roll to Me,spotify:track:64UioB4Nmwgn2f4cbIpAkl
Billy Joel,Uptown Girl,spotify:track:5zA8vzDGqPl2AzZkEYQGKh
Billy Joel,Piano Man,spotify:track:78WVLOP9pN0G3gRLFy1rAa
Billy Joel,We Didn't Start the Fire,spotify:track:3Cx4yrFaX8CeHwBMReOWXI
Billy Joel,The Downeaster 'Alexa',spotify:track:39cFQHfY6tsdMRmSbFse3X
Billy Joel,Just the Way You Are,spotify:track:49MHCPzvMLXhRjDantBMVH
Billy Joel,Vienna,spotify:track:4U45aEWtQhrm8A5mxPaFZ7
Billy Joel,She's Always a Woman,spotify:track:5RgFlk1fcClZd0Y4SGYhqH
Billy Joel,New York State of Mind,spotify:track:6yjKlmm7vOszkXEUku1EM1
Billy Ocean,Caribbean Queen (No More Love on the Run),spotify:track:0Sc8Apt5CzvS1hofhjEkNA
Billy Ocean,"Get Outta My Dreams, Get into My Car",spotify:track:3v8vsQfMQio7ohYqFrEsaZ
Billy Ocean,"When the Going Gets Tough, The Tough Get Going",spotify:track:5UU5FbITNm5OunvHQdsKME
Björk,Scary,spotify:track:2sq0fkkaCyvIXDzHcdOHmw
Björk,Jóga,spotify:track:1b8nbU28RMVePsnglEKo95
Björk,Hyper-Ballad,spotify:track:3DRIVu8cu0odaHqXSzLTGe
Björk,It's Oh So Quiet,spotify:track:079ohl6YZlZAJvOhpqunOI
Blue Öyster Cult,(Don't Fear) The Reaper,spotify:track:5QTxFnGygVM4jFQiBovmRo
Blue Öyster Cult,Then Came the Last Days of May,spotify:track:60TYdVs6TWIsAJ1MPRdv59
Blue Öyster Cult,Cities On Flame with Rock and Roll,spotify:track:0M7oqERflkrJVHD3IAZqxo
Blues Traveler,But Anyway,spotify:track:1N0Wzg3hKe4gQoHuo6VXCw
Blues Traveler,Canadian Rose,spotify:track:7yLopj2q66XHQIPb4QST16
Blues Traveler,The Mountains Win Again,spotify:track:2WhoRZKN2U24VkbKDWqktS
Blues Traveler,Hook,spotify:track:6kpCvWZFDSa5rMMmyk5QNc
Bobby Brown,My Prerogative,spotify:track:0FjMLXne5a6RXzlZyl6ftr
Bobby Brown,Two Can Play That Game - Radio Edit,spotify:track:1gsnWXeNlbfoHpaGRi4oQ0
Bob Seger,Roll Me Away,spotify:track:2wqb7r1wxnKE5NjErYsFjd
Bob Seger,You'll Accomp'ny Me,spotify:track:351tFgvzwUZmCk7yk0AJsR
Bob Seger,Mainstreet,spotify:track:1bR92JxK5w6XsXntmn3h8X
Boston,Higher Power,spotify:track:2hhVXrUDZE9MC1bZiewMIG
Boston,More Than a Feeling,spotify:track:6EQjfk54NVJkA4oZGlwuiM
Boston,Peace of Mind,spotify:track:1KE9ELTRxJjkHhijheu5Xl
Boston,Smokin',spotify:track:4302lFAu3E58i3QL1pwkQe
The Bottle Rockets,Wave That Flag,spotify:track:0mIqkxvOeymwSaHfmtWPk5
The Bottle Rockets,Kerosene,spotify:track:3TGpooseyntR0X8EBQzdgC
Boz Scaggs,Lido Shuffle,spotify:track:2NtqZmfRIDkXJ2YvY2Kv1F
Broken Bells,The High Road,spotify:track:5cwN1htZyoWqZCc33f3RfE
Bronski Beat,Smalltown Boy,spotify:track:5vmRQ3zELMLUQPo2FLQ76x
Bruce Hornsby,A Night On the Town,spotify:track:3gdHE3Aq0QUAXyNRxtr4uP
Bruce Hornsby,Fire On the Cross,spotify:track:1EELIr7kCEZ4SBu324rGV5
Bruce Hornsby,Look Out Any Window,spotify:track:2doViFfuuafDzwg9az7QBk
Bruce Hornsby,The Valley Road,spotify:track:15Hgsooff9mLjxUhg2uXZz
Bruce Hornsby,The Road Not Taken,spotify:track:3ZZY5ERFyRUrO9k82QSeRQ
Bruce Hornsby,On the Western Skyline,spotify:track:4TkT88toXstwew86C27D5o
Bruce Hornsby,The Way It Is,spotify:track:6V50MyHPGhEmwYu0Wdyf0t
Bruce Springsteen,Born in the U.S.A.,spotify:track:0dOg1ySSI7NkpAe89Zo0b9
Bruce Springsteen,Born to Run,spotify:track:429rjPQAu0NMbT02YbjdR0
Bruce Springsteen,Badlands,spotify:track:5wK01b2Q22cCJWKh2RUQ9d
Bruce Springsteen,Dancing in the Dark,spotify:track:0R8T0AhlAsZ3SWJQIm6QGK
Bruce Springsteen,Human Touch - Single Edit,spotify:track:4qSsmSQcuxjkDkbOu4G9tj
Bruce Springsteen,Streets of Philadelphia - Single Edit,spotify:track:0oVSvrU612xkj7vbvbUAT2
Bruce Springsteen,Secret Garden,spotify:track:7fyo8M3HAdhU1XTfLH05al
Bruce Springsteen,Murder Incorporated,spotify:track:5XUV7VmFVTNzNXaiJVyoLc
Bruce Springsteen,Blood Brothers,spotify:track:7qF0JnKGvFFM9wgREeVGrB
Bruce Springsteen,Hungry Heart,spotify:track:1KsI8NEeAna8ZIdojI3FiT
Bryan Adams,Heaven,spotify:track:7Ewz6bJ97vUqk5HdkvguFQ
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,spotify:track:36cmM3MBMWWCFIiQ90U4J8
Calvin Harris,My Way,spotify:track:1vvNmPOiUuyCbgWmtc6yfm
Camilo Sesto,¿Quieres Ser Mi Amante?,spotify:track:1Y7q2zwCBjt9zgIHZ0Ku7J
Camilo Sesto,Getsemaní (Oración del Huerto),spotify:track:2C843VOXScz9a9jrjdPBBI
Conway Twitty,"Louisiana Woman, Mississippi Man - Single Version",spotify:track:5G0aNhad2Tl5xNGlAW3gM3
The Cardigans,Lovefool - Radio Edit,spotify:track:1eRqy8jW4ZLMJR6dl3xsgI
The Cardigans,My Favourite Game,spotify:track:0Ssq7X1zG3iUqTDEKPaT1J
Carly Simon,You Belong to Me,spotify:track:3pErM4EiWKf3k8KU3jjbXn
Carly Simon,You're So Vain,spotify:track:2DnJjbjNTV9Nd5NOa1KGba
Dream Theater,Lifting Shadows Off a Dream,spotify:track:3i7Sf5VNs33vDMBzUe8H5A
Dream Theater,Take Away My Pain,spotify:track:5Nu0bLCoyABg5UnNLYog1i
Dream Theater,Hollow Years,spotify:track:2OwVp843CshseouYgyj75O
Iron Maiden,Fear Of The Dark - 1998 Remastered Version,spotify:track:0P4JuEXYJmu2Q7BTtQW5nR
Korn,Freak On a Leash,spotify:track:6W21LNLz9Sw7sUSNWMSHRu
Limp Bizkit,Rollin' (Air Raid Vehicle),spotify:track:1jH2IzZ7JnixFoGG6XSnpf
Linkin Park,In the End,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
Linkin Park,Cure for the Itch,spotify:track:3rpnfXSECgapxeGeRgUYqy
Linkin Park,Faint,spotify:track:7AB0cUXnzuSlAnyHOqmrZr
Linkin Park,Breaking the Habit,spotify:track:3dxiWIBVJRlqh9xk144rf4
Linkin Park,Numb,spotify:track:1y1sChqjzdNWzwdHQADMrR
Chaka Khan,I'm Every Woman,spotify:track:1oFiPGBafH9Woo9AMwgBSl
Chaka Khan,Ain't Nobody,spotify:track:2NVpYQqdraEcQwqT7GhUkh
Chaka Khan,I Feel for You,spotify:track:5yR9u8QiOt8hJaddv32oo7
Change,A Lover's Holiday - A Jim Burgess Mix,spotify:track:62CwLKItrExftm04nk4uh7
Cher,"Gypsys, Tramps & Thieves",spotify:track:1VAEiXhnOEdERQnHyHFErY
CHIC,Le Freak - Edit,spotify:track:6Lphpr9Z6H282Sguw0dUWa
CHIC,Everybody Dance,spotify:track:6FaU8WIaM3rdjCBHhymZWW
CHIC,Good Times,spotify:track:0G3fbPbE1vGeABDEZF0jeG
Chris Montez,The More I See You,spotify:track:2FqVUZc8DSxibYFtTiOI26
Chris Montez,Let's Dance,spotify:track:2Qm5DrmotzWvqNM3JlcQYo
Chuck Mangione,Give It All You Got,spotify:track:4NdApHOcX403QEkS1Xo0GY
The Clash,Rock the Casbah - Remastered,spotify:track:56KqaFSGTb7ifpt16t5Y1N
The Clash,Should I Stay or Should I Go - Remastered,spotify:track:3v8PlUFGQQDBIk1J86waCo
Clean Bandit,I Miss You (feat. Julia Michaels) - Naations Remix,spotify:track:3ygEsipuTBPn4hUFOAUcHN
Clean Bandit,Solo (feat. Demi Lovato),spotify:track:6kPJZM97LwdG9QIsT7khp6
Clean Bandit,Symphony (feat. Zara Larsson),spotify:track:1x5sYLZiu9r5E43kMlt9f8
Clean Bandit,Symphony (feat. Zara Larsson) - Acoustic Version,spotify:track:06R0AVKrZM91OJf1ubm80d
Clean Bandit,Disconnect,spotify:track:0cNH1IsjBVRdeDcpwHAfve
Colter Wall,Sleeping on the Blacktop,spotify:track:3Ozx6IrGdoQyAworJzvBDE
Colter Wall,The Devil Wears a Suit and Tie,spotify:track:7hlA8gMMz6jSp91Twsnuv3
Commodores,Easy,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA
Commodores,Sail On,spotify:track:5lYhTZJUsQM3IxFFBiQM9g
Commodores,Lady (You Bring Me Up),spotify:track:5CLozJK4pKWoPpFf2Z1Mye
Christopher Cross,All Right,spotify:track:5tE2kEW1Jom3Qc93UPBT79
Christopher Cross,Never Be the Same,spotify:track:2vUoP3ppYxD1F5ovbnmM46
Christopher Cross,Ride Like the Wind,spotify:track:7gUMShP1l20tC0xf17Zplk
Christopher Cross,Sailing,spotify:track:6Hu6dzwlvoyg3zBUC8k4BK
Counting Crows,Mr. Jones,spotify:track:5DiXcVovI0FcY2s0icWWUu
Counting Crows,Einstein On The Beach (For An Eggman),spotify:track:2BlhTNHfl6skauAeNb020e
Crash Test Dummies,Mmm Mmm Mmm Mmm,spotify:track:31v2AQlx4pDI7kmnLxBkem
Craig David,Fill Me In,spotify:track:0UzsDmdpw0Q14KU4hieQss
Craig David,Rendezvous,spotify:track:6QaOU7xPK3UJKsoNroRCWn
Craig David,7 Days,spotify:track:0gPQTLaqHDgdupKEok7J2x
Craig David,Walking Away,spotify:track:3R7fjB38qajI6JR69y5k4e
Craig David,Rewind,spotify:track:5hultE7GeExA3RkTvtsear
Craig David,I Know You,spotify:track:34t13rSSZtr22CjcmroMmh
Craig David,Rise & Fall (feat. Sting),spotify:track:23ehR4jpFQFMfDADgFdXR7
The Coral,Dreaming of You,spotify:track:1YAy8hciwQxwW9ZMRXUR0X
The Coral,In the Morning,spotify:track:0Dkew1fJuIAnuoHXc8pMTm
Coldplay,Miracles (Someone Special),spotify:track:6uJwPeBGb3swi85TSr9iIz
Coldplay,A L I E N S,spotify:track:2bS2ADg123NZWfTUsjra8a
Coldplay,Paradise,spotify:track:6nek1Nin9q48AVZcWs9e9D
Coldplay,Princess of China,spotify:track:4HXOBjwv2RnLpGG4xWOO6N
Coldplay,Viva La Vida,spotify:track:1mea3bSkSGXuIRvnydlB5b
Tammy Wynette,Stand By Your Man - Official Audio,spotify:track:2Cb2l4UoXynCHCeCYHRZN8
Steve Wariner,Every Little Whisper,spotify:track:1yuc9PcAuoefQZngtZ1LUt
The Cult,Nirvana,spotify:track:0LjZjJpr4a4dWRcxipezcv
The Cult,Rain,spotify:track:6xsEpibS9VighE9Wjqf1wC
The Cult,She Sells Sanctuary,spotify:track:42LqaqPerEdMiPx4CqGF9z
The Cult,Sun King,spotify:track:5AYAaXaZEMOUWG2GuomiMC
The Cult,Fire Woman,spotify:track:0GyJA0Yn0CcqvHKzeKaVhw
The Cult,Edie (Ciao Baby),spotify:track:3KTYf4XJ0Ghd8EiIhGM1Nb
The Cult,Sweet Soul Sister,spotify:track:59hdcGKRxY8raJTB4Lfqhd
The Cult,Soul Asylum,spotify:track:7ArD4K5T3QCvg3FLE9ZiAH
The Darkness,Growing on Me,spotify:track:77asYwewm0lXvz76inosJm
The Darkness,I Believe in a Thing Called Love,spotify:track:756CJtQRFSxEx9jV4P9hpA
The Darkness,Love Is Only a Feeling,spotify:track:1Xiziz94CF3sFctb1udhAm
The Darkness,Friday Night,spotify:track:0FXIFD0DV5RBb3EytmjUBS
The Darkness,Love on the Rocks with No Ice,spotify:track:4KFoXMUU9jvj2mfqnTyAqi
Daryl Hall & John Oates,Rich Girl,spotify:track:6OkzvCIvK69VDFHq1G2jhN
Daryl Hall & John Oates,Kiss On My List,spotify:track:3QDMOnNZKEUrKNniv3LNmz
Daryl Hall & John Oates,You Make My Dreams (Come True),spotify:track:7HX9f8AMBl0vQxAoAzLqhS
