artist,track,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
dope lemon,salt & pepper,0.722,0.493,-12.961,0.026,0.547,0.494,0.0949,0.797,105.044,3
dope lemon,hey little baby,0.7,0.462,-14.163,0.0336,0.844,0.139,0.0829,0.594,100.033,6
dope lemon,lonely boys paradise,0.622,0.727,-10.195,0.0382,0.31,0.327,0.127,0.478,121.946,3
dope lemon,give me honey,0.762,0.411,-11.878,0.0376,0.346,0.381,0.0488,0.53,106.975,3
dope lemon,dope & smoke,0.71,0.554,-13.146,0.031,0.66,0.901,0.102,0.529,111.964,4
dope lemon,smooth big cat,0.514,0.416,-12.975,0.0308,0.0169,0.0944,0.0639,0.431,83.885,6
dope lemon,the midnight slow,0.811,0.477,-13.517,0.0313,0.614,0.658,0.0498,0.861,119.407,4
dope lemon,mechanical bull,0.715,0.512,-11.675,0.0292,0.743,0.489,0.0702,0.844,100.012,3
dope lemon,"hey man, don't look at me like that",0.557,0.0921,-14.909,0.0525,0.645,0.0,0.0966,0.247,112.769,6
lindstrøm,rà-àkõ-st,0.686,0.86,-6.55,0.057,0.0225,0.886,0.0716,0.695,117.983,4
lindstrøm,lāmm-ęl-āār,0.74,0.848,-7.812,0.0759,0.0157,0.818,0.0772,0.97,122.022,4
lindstrøm,ęg-gęd-ōsis,0.777,0.908,-7.955,0.0455,0.0302,0.764,0.123,0.951,120.008,4
lindstrøm,vōs-sākō-rv,0.806,0.887,-7.212,0.0459,0.0512,0.815,0.0802,0.967,122.008,4
lindstrøm,fāār-i-kāāl,0.681,0.908,-7.783,0.0382,0.0522,0.878,0.0856,0.719,122.057,4
lindstrøm,vā-flę-r,0.532,0.809,-7.161,0.0395,0.0011,0.918,0.157,0.513,121.998,4
in flames,reflect the storm,0.435,0.979,-3.899,0.112,0.00119,0.161,0.295,0.064,104.979,0
in flames,dead end,0.255,0.981,-3.227,0.111,0.000115,0.0297,0.356,0.0841,178.22,0
in flames,scream,0.483,0.996,-4.433,0.133,1.7e-05,0.332,0.319,0.111,100.067,0
in flames,come clarity,0.371,0.943,-4.559,0.115,0.00104,0.332,0.118,0.103,149.787,0
in flames,vacuum,0.46,0.991,-4.256,0.166,4.68e-06,0.776,0.311,0.128,110.035,4
in flames,pacing death's trail,0.442,0.991,-3.928,0.115,1.09e-05,0.862,0.343,0.116,100.005,4
in flames,crawling through knives,0.401,0.986,-3.484,0.122,2.6e-05,0.307,0.294,0.0389,104.89,0
in flames,versus terminus,0.405,0.981,-4.514,0.106,1.45e-06,0.501,0.118,0.168,109.995,0
in flames,our infinite struggle,0.466,0.977,-4.777,0.0954,9.66e-06,0.0967,0.371,0.0755,110.015,0
in flames,vanishing light,0.419,0.984,-4.565,0.192,2.59e-06,0.66,0.349,0.116,130.042,4
in flames,your bedtime story is scaring everyone,0.233,0.531,-9.096,0.173,0.261,0.872,0.381,0.38,170.16,4
david ramirez,"lover, will you lead me?",0.599,0.712,-5.358,0.0391,0.184,0.00156,0.106,0.288,132.098,0
david ramirez,hell (feat. sir woman),0.671,0.799,-5.127,0.0391,0.0691,0.0255,0.116,0.506,148.026,0
david ramirez,i wanna live in your bedroom,0.329,0.421,-7.912,0.0285,0.792,0.0327,0.0684,0.122,64.768,6
david ramirez,my love is a hurricane,0.6,0.663,-5.091,0.0318,0.611,8e-05,0.0964,0.3,118.089,6
david ramirez,"hallelujah, love is real!",0.676,0.612,-5.82,0.0566,0.39,0.000442,0.0956,0.327,148.17,0
david ramirez,heaven,0.634,0.719,-5.063,0.0288,0.192,0.000408,0.185,0.462,136.027,0
david ramirez,shine on me,0.527,0.62,-7.427,0.0336,0.26,0.000295,0.103,0.181,119.942,0
david ramirez,easy does it,0.561,0.814,-5.608,0.0594,0.0872,0.00178,0.135,0.333,154.146,0
david ramirez,coast to coast,0.58,0.561,-5.407,0.0329,0.182,0.000328,0.409,0.513,139.988,0
david ramirez,prevail!,0.433,0.359,-9.579,0.0575,0.436,0.231,0.464,0.0602,109.99,6
david ramirez,fire of time,0.637,0.338,-8.385,0.0276,0.747,0.0181,0.11,0.306,116.039,6
david ramirez,the bad days,0.552,0.36,-4.991,0.0286,0.754,2.36e-06,0.211,0.198,124.768,6
david ramirez,the forgiven,0.453,0.391,-7.22,0.0281,0.779,5.33e-05,0.105,0.244,92.721,6
david ramirez,don't call me cryin',0.42,0.258,-9.53,0.0306,0.785,0.033,0.118,0.407,90.205,6
david ramirez,glory,0.598,0.344,-10.304,0.025,0.795,0.0118,0.092,0.276,87.882,6
david ramirez,twins,0.511,0.406,-8.53,0.0246,0.516,0.32,0.11,0.0968,77.991,6
david ramirez,people call who they wanna talk to,0.45,0.713,-4.553,0.0313,0.131,0.344,0.122,0.401,124.988,0
david ramirez,time,0.439,0.375,-10.471,0.0355,0.774,0.547,0.106,0.047,162.26,6
david ramirez,good heart,0.492,0.507,-7.98,0.0371,0.857,0.00607,0.0591,0.553,137.979,6
david ramirez,stone age,0.289,0.711,-4.959,0.0518,0.158,0.000375,0.126,0.526,166.278,0
david ramirez,villain,0.333,0.36,-12.067,0.0443,0.583,0.866,0.0953,0.119,86.679,1
david ramirez,eliza jane,0.478,0.605,-4.584,0.0264,0.368,0.027,0.119,0.441,78.883,3
david ramirez,communion,0.339,0.388,-8.63,0.0282,0.138,0.0197,0.0722,0.322,99.925,6
david ramirez,harder to lie,0.499,0.284,-10.605,0.0317,0.727,0.00276,0.0728,0.363,86.641,6
david ramirez,new way of living,0.722,0.281,-8.993,0.0326,0.587,0.0,0.115,0.417,118.738,6
david ramirez,rock and a hard place,0.566,0.166,-11.996,0.0345,0.916,3.6e-05,0.103,0.308,119.332,6
david ramirez,on your side,0.523,0.0584,-15.768,0.0507,0.856,2.98e-05,0.115,0.208,124.204,6
david ramirez,that ain't love,0.579,0.716,-7.488,0.0256,0.0868,0.0,0.129,0.852,136.018,3
david ramirez,hold on,0.48,0.784,-5.35,0.0496,0.0531,0.0,0.148,0.683,149.914,0
david ramirez,ball and chain,0.423,0.117,-10.061,0.0444,0.846,8.75e-05,0.115,0.233,113.727,6
helloween,dr. stein,0.521,0.876,-6.723,0.0828,0.00333,0.0,0.249,0.497,140.001,0
helloween,future world,0.446,0.781,-7.788,0.0529,0.00636,0.00078,0.188,0.493,179.986,0
helloween,if i could fly,0.433,0.816,-7.8,0.057,0.0356,0.0,0.168,0.517,172.098,0
helloween,where the rain grows,0.49,0.677,-7.864,0.0335,0.0558,0.0,0.0833,0.257,116.012,0
helloween,the keeper's trilogy,0.192,0.745,-7.641,0.0692,0.0105,1.12e-06,0.119,0.0788,146.43,0
helloween,eagle fly free,0.526,0.543,-9.636,0.0383,0.111,0.0,0.286,0.239,146.971,0
helloween,perfect gentleman,0.548,0.748,-7.317,0.0793,0.00224,2e-05,0.329,0.404,121.962,0
helloween,forever and one (neverland),0.281,0.278,-9.322,0.03,0.612,0.0,0.0831,0.271,180.277,6
helloween,i want out,0.484,0.842,-6.804,0.0533,0.00248,0.0,0.0512,0.505,95.979,0
helloween,fallen to pieces,0.401,0.772,-7.746,0.0385,0.0971,0.0,0.415,0.711,175.923,0
helloween,a tale that wasn't right,0.225,0.278,-10.045,0.0341,0.212,0.0,0.133,0.131,116.993,6
helloween,why,0.509,0.858,-6.928,0.0654,0.00443,0.0,0.0674,0.457,134.928,0
cesária evora,tchintchirote,0.5,0.553,-8.989,0.0385,0.707,4.55e-06,0.408,0.829,115.228,3
cesária evora,sabine larga'm,0.547,0.467,-9.026,0.0383,0.345,2.03e-06,0.36,0.503,127.544,6
cesária evora,partida,0.498,0.358,-9.882,0.0313,0.627,0.000201,0.125,0.225,125.306,6
cesária evora,sangue de beirona,0.568,0.579,-8.13,0.0332,0.461,0.0,0.228,0.72,109.898,3
cesária evora,apocalipse,0.452,0.557,-13.902,0.122,0.352,0.000819,0.122,0.794,80.677,3
cesária evora,mar e morada de sodade,0.581,0.195,-13.948,0.0453,0.903,0.0,0.163,0.623,135.458,6
cesária evora,bo e di meu cretcheu,0.395,0.381,-11.597,0.0459,0.737,0.00035,0.0881,0.303,82.361,6
cesária evora,coragem irmon,0.633,0.531,-8.827,0.0435,0.743,1.26e-05,0.333,0.704,105.937,3
cesária evora,quem bô e,0.409,0.46,-10.255,0.0857,0.732,0.0,0.348,0.785,80.133,6
cesária evora,regresso,0.525,0.619,-7.727,0.0329,0.577,0.0,0.11,0.595,117.214,3
cesária evora,zebra,0.577,0.356,-11.138,0.031,0.66,0.0011,0.489,0.35,125.573,6
cesária evora,mae velha,0.668,0.544,-10.075,0.0337,0.633,0.00029,0.138,0.848,86.133,3
cesária evora,pe di boi,0.528,0.516,-10.743,0.147,0.79,0.0,0.167,0.899,111.413,3
cesária evora,ess pais,0.562,0.332,-11.105,0.031,0.804,1.84e-05,0.159,0.409,124.996,6
devin townsend project,effervescent!,0.458,0.217,-17.73,0.0549,0.922,0.0,0.881,0.644,104.095,5
devin townsend project,true north,0.445,0.953,-6.807,0.0551,2.06e-05,0.838,0.504,0.282,120.01,4
devin townsend project,lucky animals,0.485,0.939,-5.428,0.0515,2.78e-05,0.0182,0.731,0.472,132.016,5
devin townsend project,where we belong,0.372,0.653,-7.93,0.0413,0.00509,0.288,0.153,0.0722,113.34,0
devin townsend project,save our now,0.52,0.854,-7.505,0.0418,0.000301,0.941,0.648,0.324,128.01,4
devin townsend project,divine,0.619,0.144,-19.82,0.0323,0.847,0.0486,0.179,0.104,117.948,6
devin townsend project,grace,0.472,0.903,-5.607,0.0415,5.14e-05,0.833,0.383,0.134,133.99,4
devin townsend project,more!,0.319,0.994,-5.127,0.0929,1.7e-06,0.919,0.386,0.192,164.045,4
devin townsend project,lessons,0.442,0.465,-15.199,0.0304,0.932,0.823,0.546,0.552,153.001,1
devin townsend project,hold on,0.487,0.911,-6.161,0.0348,0.000223,0.93,0.098,0.105,109.97,4
devin townsend project,angel,0.221,0.878,-7.118,0.0579,0.000312,0.288,0.113,0.0763,200.137,0
symphony x,king of terrors,0.495,0.885,-6.564,0.095,1.56e-05,0.0011,0.108,0.379,158.053,0
symphony x,the turning,0.433,0.973,-5.647,0.0996,3.42e-05,0.000625,0.0679,0.334,148.039,0
symphony x,masquerade,0.235,0.826,-7.409,0.104,0.00342,0.00136,0.439,0.163,80.953,0
meshuggah,i (21 minute track),0.321,0.972,-7.178,0.143,9.5e-06,0.695,0.169,0.0696,104.119,4
meshuggah,concatenation,0.197,0.994,-4.436,0.193,2.24e-05,0.109,0.161,0.124,175.106,0
meshuggah,new millennium cyanide christ,0.359,0.968,-5.168,0.121,0.000209,0.00309,0.148,0.154,152.511,0
meshuggah,corridor of chameleons,0.356,0.987,-6.414,0.0902,0.000104,0.0427,0.308,0.405,172.414,0
meshuggah,neurotica,0.454,0.971,-5.484,0.0628,5.27e-05,0.681,0.177,0.639,104.752,4
meshuggah,the mouth licking what you've bled,0.183,0.986,-6.23,0.204,1.11e-05,0.584,0.147,0.0473,184.57,0
meshuggah,sane,0.353,0.951,-6.051,0.105,2.03e-05,0.0827,0.343,0.187,90.841,0
meshuggah,the exquisite machinery of torture,0.54,0.958,-5.764,0.0757,0.00248,0.000539,0.123,0.746,102.972,3
meshuggah,elastic,0.253,0.000179,-2.606,0.28,0.000219,0.0551,0.334,0.0375,135.219,0
meshuggah,stengah,0.288,0.917,-5.279,0.162,0.000103,0.642,0.267,0.355,67.545,4
meshuggah,rational gaze,0.514,0.979,-5.086,0.137,3.94e-05,0.0829,0.0973,0.244,132.94,0
meshuggah,perpetual black second,0.465,0.989,-5.117,0.0793,1.67e-05,0.821,0.0712,0.174,150.085,4
meshuggah,closed eye visuals,0.569,0.989,-4.277,0.23,0.000835,0.0382,0.113,0.124,133.014,0
meshuggah,glints collide,0.299,0.991,-3.783,0.158,0.000133,0.774,0.0561,0.0593,140.018,4
meshuggah,organic shadows,0.308,0.977,-5.108,0.134,5.98e-05,0.194,0.0586,0.171,86.69,0
meshuggah,straws pulled at random,0.213,0.987,-4.661,0.0821,5.52e-06,0.828,0.141,0.137,95.344,4
meshuggah,spasm,0.586,0.977,-5.418,0.12,4.25e-05,0.0709,0.278,0.343,139.915,0
meshuggah,nebulous,0.28,0.937,-5.089,0.0936,2.99e-05,0.216,0.222,0.133,97.974,0
meshuggah,obsidian,0.102,0.127,-11.893,0.0367,0.00456,0.93,0.121,0.0276,79.997,1
meshuggah,future breed machine,0.454,0.97,-6.759,0.13,0.00102,0.084,0.299,0.157,87.968,0
meshuggah,beneath,0.211,0.985,-7.692,0.133,0.0002,0.429,0.238,0.205,77.653,0
meshuggah,soul burn,0.344,0.94,-6.772,0.106,0.000573,0.134,0.0923,0.429,83.005,0
meshuggah,transfixion,0.295,0.976,-8.105,0.0898,0.000751,0.00393,0.23,0.284,140.034,0
meshuggah,vanished,0.267,0.988,-6.605,0.118,0.000132,0.151,0.272,0.24,158.876,0
meshuggah,acrid placidity,0.401,0.149,-19.628,0.0308,0.168,0.913,0.126,0.038,99.952,1
meshuggah,inside what's within behind,0.376,0.862,-9.041,0.0837,0.00144,0.282,0.14,0.168,135.214,0
meshuggah,terminal illusions,0.378,0.999,-6.485,0.0918,0.00202,0.401,0.268,0.0347,123.848,0
meshuggah,suffer in truth,0.216,0.996,-6.304,0.0603,3.75e-05,0.75,0.132,0.378,158.028,4
meshuggah,sublevels,0.338,0.891,-8.444,0.0549,0.000302,0.13,0.108,0.376,109.821,0
meshuggah,vanished - demo,0.309,0.915,-8.932,0.125,5.95e-05,0.0189,0.329,0.155,151.126,0
meshuggah,suffer in truth - demo,0.288,0.942,-8.846,0.0595,0.00014,0.45,0.206,0.0769,155.683,0
meshuggah,inside what's within behind - demo,0.351,0.839,-10.094,0.119,0.000932,0.0492,0.173,0.216,132.767,0
meshuggah,gods of rapture - live,0.308,0.942,-9.216,0.0607,0.00949,0.108,0.543,0.227,87.91,5
meshuggah,aztec two-step,0.147,3e-05,-6.246,0.116,1.25e-05,0.966,0.345,0.0322,92.657,4
limp bizkit,intro,0.665,0.523,-16.879,0.375,0.796,0.0767,0.0964,0.102,199.919,2
limp bizkit,hot dog,0.6,0.938,-3.615,0.0701,0.00152,1.48e-05,0.369,0.597,101.183,0
limp bizkit,my generation,0.458,0.978,-2.389,0.191,0.00231,2.12e-06,0.111,0.342,104.012,0
limp bizkit,full nelson,0.428,0.978,-3.199,0.137,0.0074,0.0256,0.458,0.439,97.59,0
limp bizkit,my way,0.576,0.864,-3.981,0.0462,0.02,1.68e-06,0.683,0.609,97.225,5
limp bizkit,rollin' (air raid vehicle),0.603,0.933,-3.358,0.171,0.00591,0.0,0.206,0.709,96.306,3
limp bizkit,livin' it up,0.506,0.928,-2.896,0.186,0.00387,0.00246,0.279,0.432,100.376,0
limp bizkit,the one,0.576,0.78,-5.041,0.109,0.034,0.00341,0.07,0.343,98.259,0
limp bizkit,getcha groove on - dirt road mix,0.903,0.785,-6.285,0.309,0.0192,3.83e-06,0.177,0.965,94.211,2
limp bizkit,take a look around,0.425,0.852,-5.607,0.046,0.0175,0.306,0.0935,0.512,101.968,0
limp bizkit,it'll be ok,0.529,0.887,-3.49,0.0271,0.0061,0.0677,0.0938,0.297,98.779,0
limp bizkit,boiler,0.443,0.722,-6.326,0.0865,0.00393,0.0155,0.0373,0.167,111.324,0
limp bizkit,hold on,0.226,0.526,-9.931,0.038,0.534,0.305,0.108,0.281,168.549,6
limp bizkit,rollin' (urban assault vehicle),0.589,0.884,-4.918,0.324,0.0451,0.0,0.0904,0.439,90.036,2
limp bizkit,outro,0.64,0.326,-16.482,0.6,0.629,1.49e-05,0.12,0.31,165.165,2
slipknot,(515),0.312,0.529,-12.228,0.0556,2.76e-05,0.811,0.227,0.0819,113.048,4
slipknot,gently,0.295,0.961,-4.605,0.0997,2.4e-05,0.67,0.203,0.196,136.882,4
slipknot,the shape,0.363,0.993,-3.316,0.193,0.000105,0.000473,0.139,0.213,109.222,0
slipknot,i am hated,0.435,0.986,-3.458,0.182,8.34e-05,0.000924,0.572,0.434,125.822,5
slipknot,new abortion,0.327,0.994,-4.023,0.252,7.55e-05,0.00848,0.434,0.16,111.737,0
slipknot,metabolic,0.318,0.991,-2.965,0.165,0.000156,0.00132,0.128,0.261,97.719,0
slipknot,iowa,0.315,0.665,-7.324,0.0393,0.000371,0.764,0.314,0.335,173.908,4
slipknot,my plague - new abuse mix,0.361,0.993,-3.034,0.184,0.00164,0.0,0.29,0.238,87.234,0
slipknot,"(515) - live in london, 2002",0.222,0.786,-8.443,0.0757,2.11e-05,0.908,0.133,0.0398,110.385,4
slipknot,"people = shit - live in london, 2002",0.301,0.998,-3.095,0.214,0.000108,0.000478,0.596,0.0728,122.486,5
slipknot,liberate - live in london 2002,0.204,0.994,-4.393,0.251,5.7e-05,1.01e-06,0.971,0.0995,76.004,5
slipknot,left behind - live in london 2002,0.167,0.998,-3.52,0.234,1.83e-05,1.53e-06,0.59,0.0371,166.404,0
slipknot,"eeyore - live in london, 2002",0.27,0.997,-4.328,0.359,7.26e-05,2.48e-06,0.889,0.0369,112.161,5
slipknot,disasterpiece - live in london 2002,0.291,0.995,-4.115,0.201,5.26e-05,2.24e-05,0.626,0.0755,107.602,5
slipknot,purity - live in london 2002,0.314,0.961,-5.239,0.182,0.000346,0.0283,0.779,0.125,91.047,5
slipknot,gently - live in london 2002,0.217,0.986,-5.256,0.352,7.21e-05,0.00896,0.895,0.038,102.628,5
slipknot,eyeless - live in london 2002,0.263,0.992,-5.259,0.373,0.000184,0.000187,0.223,0.0398,104.505,2
slipknot,"drum solo - live in london, 2002",0.495,0.922,-8.209,0.18,0.000484,0.179,0.555,0.13,121.549,5
slipknot,"my plague - live in london, 2002",0.313,0.991,-4.438,0.192,5.54e-05,0.000106,0.715,0.172,93.628,5
slipknot,"new abortion - live in london, 2002",0.315,0.996,-4.878,0.221,0.00014,7.7e-05,0.883,0.0693,119.431,5
slipknot,the heretic anthem - live in london 2002,0.343,0.988,-5.294,0.295,0.000564,1.18e-06,0.726,0.0526,106.863,5
slipknot,"spit it out - live in london, 2002",0.306,0.97,-5.149,0.285,0.00098,0.0,0.974,0.368,138.499,5
slipknot,"wait and bleed - live in london, 2002",0.195,0.988,-5.662,0.505,0.00039,0.0,0.828,0.0472,91.497,2
slipknot,"742617000027 - live in london, 2002",0.0956,0.566,-9.745,0.0422,7.6e-06,0.64,0.107,0.0388,186.536,4
slipknot,"(sic) - live in london, 2002",0.259,0.994,-3.463,0.286,7.99e-05,0.00251,0.73,0.0382,101.062,5
slipknot,surfacing - live in london 2002,0.282,0.992,-3.922,0.166,3.93e-05,0.0153,0.375,0.0394,105.919,0
andrew rannells,two by two,0.562,0.439,-9.969,0.401,0.721,0.0,0.352,0.588,155.337,2
andrew rannells,you and me (but mostly me),0.394,0.508,-7.917,0.0493,0.566,0.0,0.0348,0.52,151.104,6
michael potts,hasa diga eebowai,0.734,0.608,-8.788,0.373,0.425,0.0,0.136,0.476,105.416,2
andrew rannells,turn it off,0.544,0.403,-10.548,0.428,0.68,0.0,0.584,0.565,145.101,2
josh gad,i am here for you,0.391,0.135,-19.315,0.0642,0.898,6.14e-06,0.325,0.39,90.918,6
andrew rannells,all-american prophet,0.674,0.576,-9.937,0.426,0.575,0.0,0.0875,0.494,115.625,2
nikki m. james,sal tlay ka siti,0.438,0.319,-10.577,0.049,0.763,0.0,0.0767,0.216,133.433,6
josh gad,man up,0.481,0.673,-8.379,0.315,0.296,0.0,0.134,0.423,142.702,2
josh gad,making things up again,0.67,0.379,-11.255,0.869,0.516,0.0,0.131,0.555,148.068,2
andrew rannells,spooky mormon hell dream,0.528,0.765,-8.298,0.235,0.273,0.0,0.0759,0.462,157.976,0
andrew rannells,i believe,0.383,0.46,-9.099,0.0526,0.695,0.0,0.194,0.541,165.635,6
nikki m. james,baptize me,0.633,0.434,-10.303,0.152,0.471,0.0,0.233,0.418,84.035,6
josh gad,i am africa,0.488,0.487,-8.596,0.0432,0.457,0.0,0.519,0.416,77.302,5
michael potts,joseph smith american moses,0.693,0.514,-10.399,0.57,0.36,0.0,0.133,0.315,136.1,2
hands on a hardbody company,tomorrow is a latter day,0.499,0.603,-10.022,0.335,0.615,0.0,0.208,0.417,128.317,2
black smoke trigger,caught in the undertow,0.478,0.859,-5.145,0.045,0.000611,0.0,0.144,0.601,112.032,0
black smoke trigger,you can have it all,0.445,0.891,-6.825,0.0583,0.013,0.0364,0.331,0.264,94.003,0
black smoke trigger,the way i'm wired,0.482,0.96,-5.855,0.0748,0.000169,0.0234,0.0923,0.246,110.968,0
black smoke trigger,only human,0.509,0.876,-4.899,0.0375,0.000501,0.00053,0.314,0.402,110.941,0
black smoke trigger,paint the world on fire,0.491,0.939,-6.087,0.0754,0.000919,0.0381,0.149,0.41,117.964,0
black smoke trigger,high or low,0.382,0.942,-4.536,0.0573,5.59e-05,1.1e-05,0.132,0.263,96.972,0
black smoke trigger,blindfolds & rattlesnakes,0.417,0.903,-5.238,0.0439,0.00158,0.000542,0.323,0.316,84.91,0
suzanne vega,ironbound / fancy poultry,0.427,0.433,-13.977,0.0318,0.446,0.00113,0.121,0.184,124.935,6
suzanne vega,in the eye,0.586,0.761,-9.951,0.035,0.382,0.785,0.0637,0.624,162.183,4
suzanne vega,night vision,0.533,0.126,-18.779,0.0314,0.864,2.68e-05,0.0975,0.374,133.898,6
suzanne vega,calypso,0.466,0.171,-16.903,0.031,0.741,3.97e-05,0.0805,0.272,139.268,6
suzanne vega,language,0.416,0.243,-17.21,0.0313,0.47,0.0,0.127,0.334,81.677,6
suzanne vega,gypsy,0.431,0.212,-17.981,0.0333,0.657,0.0,0.331,0.457,74.909,6
suzanne vega,wooden horse (casper hauser's song),0.714,0.365,-17.962,0.0329,0.561,0.214,0.0679,0.666,136.208,6
suzanne vega,tom's diner - reprise,0.573,0.232,-21.065,0.033,0.17,2.75e-06,0.277,0.635,137.792,6
stevie nicks,sometimes it's a bitch,0.674,0.651,-7.305,0.0413,0.0987,4.02e-05,0.15,0.341,119.926,3
stevie nicks,stop draggin' my heart around (with tom petty and the heartbreakers),0.687,0.603,-8.384,0.0238,0.0348,0.000448,0.172,0.759,106.952,3
stevie nicks,whole lotta trouble,0.445,0.926,-7.295,0.0694,0.0224,3.24e-05,0.382,0.571,191.384,0
stevie nicks,talk to me,0.652,0.648,-8.147,0.0263,0.123,0.00639,0.201,0.69,102.993,3
stevie nicks,stand back,0.638,0.783,-9.455,0.0435,0.00736,0.0447,0.0381,0.637,115.269,3
stevie nicks,beauty and the beast,0.23,0.205,-14.379,0.0353,0.561,0.0343,0.128,0.0396,132.225,6
stevie nicks,if anyone falls,0.587,0.806,-8.507,0.0294,0.295,3.72e-06,0.526,0.532,96.015,5
stevie nicks,rooms on fire,0.622,0.816,-8.289,0.0358,0.0946,1.09e-06,0.304,0.67,127.042,3
stevie nicks,love's a hard game to play,0.526,0.689,-8.733,0.041,0.594,0.0,0.248,0.42,135.223,6
stevie nicks,leather and lace (with don henley),0.553,0.398,-11.67,0.0303,0.664,0.0,0.114,0.392,76.074,6
stevie nicks,i can't wait,0.608,0.898,-7.502,0.0738,0.00478,0.00304,0.798,0.515,125.363,5
stevie nicks,has anyone ever written anything for you,0.529,0.148,-15.891,0.0263,0.952,0.0782,0.153,0.15,86.89,6
stevie nicks,desert angel,0.52,0.679,-8.697,0.0297,0.184,0.0,0.113,0.626,60.071,3
probot,centuries of sin (feat. cronos),0.182,0.976,-5.249,0.176,0.00203,0.00234,0.655,0.133,171.522,5
probot,red war (feat. max cavalera),0.35,0.982,-3.991,0.139,0.00734,0.00845,0.108,0.115,137.652,0
probot,access babylon (feat. mike dean),0.21,0.978,-4.074,0.243,0.000363,0.00339,0.332,0.625,163.732,0
probot,silent spring (feat. kurt brecht),0.346,0.963,-4.451,0.132,0.00174,0.0943,0.225,0.187,110.705,0
probot,the emerald law (feat. wino),0.17,0.951,-4.29,0.303,0.0111,3.09e-05,0.249,0.0915,177.184,0
probot,big sky (feat. tom g. warrior),0.541,0.982,-2.552,0.0801,0.00605,0.00105,0.225,0.0991,128.006,0
probot,dictatosaurus (feat. snake),0.369,0.938,-4.155,0.191,4.24e-06,0.756,0.794,0.343,142.347,5
probot,my tortured soul (feat. eric wagner),0.192,0.96,-1.727,0.0572,0.000127,0.00762,0.039,0.234,150.628,0
probot,sweet dreams (feat. king diamond),0.109,0.936,-4.142,0.206,0.00456,0.0747,0.284,0.126,197.427,0
the bottle rockets,early in the morning,0.464,0.404,-10.881,0.0396,0.844,7.1e-05,0.328,0.953,185.863,6
the bottle rockets,gas girl,0.492,0.936,-7.375,0.0514,0.000318,7.8e-05,0.258,0.803,146.763,0
the bottle rockets,trailer mama,0.478,0.885,-7.173,0.0367,8.67e-05,0.00146,0.352,0.902,129.541,3
the bottle rockets,every kinda everything,0.595,0.793,-7.222,0.0294,0.289,0.0,0.0427,0.974,91.34,3
the bottle rockets,got what i wanted,0.891,0.315,-10.954,0.0384,0.7,2.39e-06,0.119,0.222,110.859,6
the bottle rockets,manhattan countryside,0.47,0.945,-6.745,0.0883,0.0255,1.97e-06,0.276,0.499,118.099,0
the bottle rockets,rural route,0.311,0.974,-6.988,0.103,0.000193,0.415,0.351,0.241,144.583,0
the bottle rockets,bud nannery theme,0.491,0.86,-8.916,0.0291,0.03,0.82,0.359,0.836,97.299,4
the bottle rockets,the very last time,0.613,0.421,-8.874,0.0261,0.348,0.000118,0.119,0.298,102.126,6
the bottle rockets,hey moon,0.422,0.783,-7.524,0.0571,0.209,3.1e-06,0.149,0.808,189.504,0
the bottle rockets,lonely cowboy,0.581,0.648,-8.06,0.0351,0.113,2.01e-06,0.0666,0.338,126.774,0
the bottle rockets,indianapolis,0.562,0.482,-11.373,0.0302,0.776,0.0,0.218,0.523,106.736,6
the bottle rockets,manhattan countryside,0.731,0.318,-11.105,0.0336,0.845,0.0,0.0831,0.28,116.943,6
the bottle rockets,wallflower,0.473,0.331,-12.136,0.0323,0.781,0.0,0.294,0.569,139.159,6
the bottle rockets,idiot's revenge,0.658,0.438,-9.945,0.0654,0.776,0.0,0.159,0.584,113.617,6
the bottle rockets,dead dog memories,0.766,0.227,-15.608,0.0615,0.867,0.0,0.162,0.686,115.7,6
the bottle rockets,hey moon,0.426,0.522,-8.717,0.043,0.161,0.0,0.115,0.924,181.686,3
the bottle rockets,get down river,0.48,0.326,-10.909,0.0278,0.27,1.79e-05,0.115,0.364,154.962,6
the bottle rockets,white trash,0.401,0.924,-8.879,0.0523,0.133,0.025,0.189,0.392,140.802,0
the bottle rockets,radar gun,0.264,0.952,-9.883,0.14,0.14,4.42e-05,0.584,0.466,172.9,5
the bottle rockets,lonely cowboy,0.369,0.668,-9.314,0.0466,0.666,0.0675,0.254,0.585,127.197,6
the bottle rockets,coffee monkey,0.196,0.987,-8.615,0.0929,0.00502,0.000231,0.316,0.232,157.624,0
the bottle rockets,wave that flag,0.295,0.489,-10.061,0.0331,0.29,0.0,0.0772,0.863,154.261,3
the bottle rockets,brand new year,0.0648,0.701,-8.799,0.0625,0.0632,0.00179,0.301,0.485,188.98,0
the bottle rockets,gravity falls,0.557,0.792,-7.96,0.0306,0.00433,0.00505,0.202,0.829,128.182,3
the bottle rockets,i'll be comin' around,0.674,0.66,-8.714,0.0278,0.312,0.0123,0.106,0.696,123.004,3
the bottle rockets,radar gun,0.702,0.634,-10.113,0.0726,0.381,0.016,0.31,0.636,156.631,3
the bottle rockets,sunday sports,0.268,0.79,-8.256,0.0478,0.0218,0.141,0.0978,0.5,123.974,0
the bottle rockets,pot of gold,0.735,0.193,-15.304,0.0328,0.699,0.00987,0.128,0.633,110.479,6
the bottle rockets,1000 dollar car,0.414,0.449,-10.734,0.0286,0.00327,0.693,0.373,0.275,101.073,4
