artist,track,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
heroes del silencio,hechizo,0.468,0.895,-2.833,0.0321,0.064,0.0,0.295,0.304,97.02,0
heroes del silencio,con nombre de guerra,0.306,0.657,-4.483,0.0337,0.117,0.0,0.231,0.431,186.494,0
korn,dead,0.218,0.942,-7.908,0.0765,0.00683,0.0011,0.587,0.125,84.521,5
korn,trash,0.513,0.921,-6.369,0.0563,8.12e-05,0.0421,0.205,0.414,91.899,0
korn,4u,0.325,0.566,-10.204,0.0312,0.0122,0.939,0.241,0.0395,69.478,4
korn,beg for me,0.539,0.671,-8.0,0.0379,0.00387,0.766,0.361,0.225,86.993,4
korn,it's gonna go away,0.39,0.616,-9.162,0.0334,0.000702,0.235,0.201,0.201,137.613,0
korn,wake up,0.549,0.595,-7.925,0.0351,0.000383,0.949,0.557,0.388,101.952,4
korn,am i going crazy,0.3,0.699,-11.915,0.0841,0.798,0.139,0.249,0.0506,109.662,6
korn,hey daddy,0.465,0.803,-6.764,0.0452,5.18e-05,0.0465,0.0809,0.493,93.899,0
korn,somebody someone,0.498,0.714,-7.917,0.0361,0.000915,0.361,0.101,0.226,91.289,0
korn,no way,0.472,0.855,-6.615,0.0507,0.00123,0.724,0.161,0.19,98.835,4
korn,let's get this party started,0.526,0.93,-6.645,0.0734,0.000177,0.39,0.412,0.2,110.73,0
korn,wish you could be me,0.69,0.808,-12.894,0.0523,0.101,0.00102,0.087,0.678,161.856,3
korn,counting,0.482,0.616,-7.196,0.0351,0.000745,0.46,0.108,0.427,92.555,4
korn,dirty,0.311,0.645,-7.761,0.22,0.000594,0.186,0.155,0.229,133.921,0
korn,it's on!,0.447,0.795,-6.855,0.109,0.00074,0.0237,0.0992,0.229,90.975,0
korn,dead bodies everywhere,0.359,0.933,-6.885,0.0807,0.000661,0.264,0.117,0.097,104.922,0
korn,children of the korn (feat. ice cube),0.697,0.808,-6.803,0.203,0.00277,0.00258,0.0509,0.54,95.841,3
korn,b.b.k.,0.407,0.928,-6.075,0.0695,0.000112,0.142,0.196,0.104,113.878,0
korn,pretty,0.369,0.847,-6.951,0.111,0.00032,0.192,0.624,0.401,109.105,5
korn,all in the family (feat. fred durst),0.658,0.849,-7.577,0.109,0.0012,0.0,0.0415,0.609,92.807,3
korn,reclaim my place,0.436,0.932,-6.535,0.0854,0.00022,0.419,0.131,0.124,109.236,0
korn,justin,0.451,0.925,-6.348,0.0606,0.0012,0.799,0.16,0.418,90.042,4
korn,seed,0.36,0.792,-8.142,0.0445,7.73e-05,0.111,0.114,0.336,96.91,0
korn,cameltosis (feat. slimkid 3),0.478,0.928,-6.127,0.321,0.00252,0.0417,0.105,0.4,173.704,0
korn,my gift to you,0.358,0.585,-6.194,0.0315,6.06e-05,0.299,0.194,0.0773,102.656,0
korn,earache my eye,0.37,0.589,-9.423,0.133,0.00129,0.0105,0.868,0.31,86.006,5
korn,blame,0.571,0.934,-3.5,0.114,1.55e-05,0.00334,0.154,0.295,106.989,0
korn,bottled up inside,0.581,0.869,-4.935,0.0365,4.63e-05,0.836,0.0267,0.348,97.022,4
korn,hating,0.565,0.834,-5.351,0.0366,0.000104,0.0952,0.078,0.303,142.052,0
korn,one more time,0.599,0.904,-4.279,0.04,6.01e-05,0.00223,0.0535,0.441,113.048,0
korn,alone i break,0.614,0.707,-5.484,0.0519,0.00247,0.0975,0.101,0.711,159.976,3
korn,embrace,0.584,0.936,-4.246,0.0911,9.2e-05,0.838,0.162,0.325,106.034,4
korn,beat it upright,0.579,0.927,-2.666,0.0455,3.82e-05,0.0739,0.154,0.339,97.007,0
korn,wake up hate,0.614,0.937,-4.52,0.0382,0.000128,0.0623,0.0669,0.544,146.996,0
korn,i'm hiding,0.647,0.666,-6.353,0.063,5.41e-05,0.347,0.43,0.476,132.031,5
korn,no one's there,0.357,0.98,-3.62,0.17,0.000171,0.71,0.0517,0.0863,127.064,4
vhs dreams,miami 2k15,0.73,0.966,-7.364,0.0505,1.02e-05,0.908,0.0694,0.278,119.001,4
vhs dreams,highway lovers,0.768,0.892,-8.203,0.0611,0.00627,0.822,0.0738,0.458,117.017,4
vhs dreams,r.e.d.m,0.762,0.779,-7.639,0.0437,5.98e-05,0.205,0.102,0.298,121.987,3
vhs dreams,trans a.m.,0.739,0.804,-8.728,0.0729,0.00206,0.897,0.05,0.537,106.998,4
vhs dreams,discorecord,0.582,0.907,-7.148,0.0369,0.00184,0.005,0.16,0.659,119.987,3
vhs dreams,shanglin 2k15,0.739,0.734,-7.356,0.067,0.000393,0.883,0.0642,0.381,118.006,4
vhs dreams,nightdrive,0.593,0.702,-8.873,0.0385,9.2e-05,0.933,0.0985,0.362,99.978,4
vhs dreams,ocean heights,0.545,0.759,-9.08,0.0467,0.0136,0.771,0.0556,0.915,157.978,4
vhs dreams,a.m. eternal,0.212,0.576,-10.848,0.0405,0.507,0.945,0.0608,0.0364,95.998,1
fleetwood mac,dreams - 2002 remaster,0.828,0.447,-10.437,0.0317,0.116,0.013,0.166,0.741,120.377,3
fleetwood mac,say you love me - 2002 remaster,0.716,0.8,-6.581,0.0297,0.0159,0.0155,0.0742,0.931,128.767,3
fleetwood mac,i'm so afraid - 2002 remaster,0.465,0.732,-6.743,0.0464,5.56e-05,0.911,0.688,0.49,112.791,5
fleetwood mac,silver springs - 2002 remaster,0.544,0.492,-9.941,0.0235,0.006,0.0565,0.239,0.352,89.651,0
fleetwood mac,over my head - 2002 remaster,0.613,0.641,-10.75,0.0294,0.441,0.000691,0.109,0.67,98.397,3
fleetwood mac,never going back again - 2002 remaster,0.641,0.292,-14.623,0.0402,0.858,0.232,0.0801,0.959,176.359,6
fleetwood mac,sara - 2002 remaster,0.741,0.533,-11.526,0.0297,0.387,0.0147,0.127,0.592,126.99,3
fleetwood mac,love in store - 2002 remaster,0.69,0.582,-8.303,0.0274,0.0854,0.00155,0.0932,0.401,124.481,3
fleetwood mac,tusk - 2002 remaster,0.635,0.814,-11.246,0.102,0.297,0.796,0.35,0.908,181.068,4
fleetwood mac,songbird - 2002 remaster,0.581,0.0658,-16.958,0.0328,0.983,0.00212,0.0854,0.394,92.565,6
fleetwood mac,big love (live) - 2002 remaster,0.459,0.694,-8.199,0.0291,0.843,0.046,0.707,0.749,138.688,5
fleetwood mac,don't stop - 2002 remaster,0.677,0.744,-7.538,0.0362,0.0257,1.65e-05,0.0577,0.852,118.879,3
fleetwood mac,what makes you think you're the one - 2002 remaster,0.689,0.791,-6.708,0.0254,0.451,0.0659,0.0503,0.976,96.524,3
fleetwood mac,gypsy - 2002 remaster,0.613,0.778,-6.8,0.0297,0.0324,0.00561,0.256,0.725,131.803,3
fleetwood mac,second hand news - 2002 remaster,0.703,0.941,-4.887,0.135,0.144,0.125,0.0602,0.454,117.633,3
fleetwood mac,little lies - 2002 remaster,0.648,0.666,-9.715,0.0259,0.163,0.000162,0.059,0.868,124.76,3
fleetwood mac,think about me - 2002 remaster,0.677,0.787,-7.443,0.0297,0.0289,0.000509,0.104,0.831,118.663,3
fleetwood mac,go insane - live 1997; 2002 remaster,0.398,0.306,-13.795,0.0301,0.671,0.00138,0.702,0.325,139.426,5
fleetwood mac,gold dust woman - 2002 remaster,0.671,0.584,-10.248,0.0298,0.327,0.00294,0.0754,0.661,123.373,3
fleetwood mac,hold me - 2002 remaster,0.704,0.775,-7.141,0.0347,0.295,0.0403,0.0575,0.881,125.652,3
fleetwood mac,seven wonders - 2002 remaster,0.707,0.664,-8.148,0.029,0.0309,5.46e-05,0.153,0.693,119.094,3
fleetwood mac,world turning - 2002 remaster,0.675,0.602,-10.751,0.03,0.215,0.00722,0.0932,0.843,115.711,3
fleetwood mac,everywhere - 2002 remaster,0.736,0.532,-9.127,0.0304,0.248,0.00938,0.129,0.665,114.978,3
fleetwood mac,sisters of the moon - 2002 remaster,0.646,0.547,-7.902,0.0282,0.0101,0.11,0.0755,0.349,115.715,3
fleetwood mac,family man - 2002 remaster,0.78,0.717,-7.991,0.0361,0.0427,0.0153,0.105,0.837,123.56,3
fleetwood mac,as long as you follow - 2002 remaster,0.603,0.668,-5.615,0.0229,0.271,2.12e-06,0.238,0.56,102.722,3
fleetwood mac,no questions asked - 2002 remaster,0.505,0.894,-6.234,0.0318,0.04,7.67e-05,0.103,0.367,137.443,0
fleetwood mac,skies the limit - 2002 remaster,0.654,0.759,-6.007,0.0267,0.309,9.29e-06,0.139,0.587,120.069,3
fleetwood mac,paper doll - 2002 remaster,0.711,0.876,-7.32,0.0399,0.108,2.8e-05,0.0501,0.817,101.21,3
fleetwood mac,welcome to the room... sara,0.657,0.62,-9.782,0.0354,0.122,3.95e-06,0.105,0.707,99.366,3
fleetwood mac,when i see you again,0.539,0.171,-14.496,0.0265,0.863,0.0,0.132,0.0759,80.01,6
fleetwood mac,"you and i, pt. ii",0.717,0.68,-10.667,0.0519,0.0756,0.000138,0.396,0.912,123.592,3
fleetwood mac,special kind of love (demo),0.737,0.439,-12.251,0.0323,0.291,0.00195,0.121,0.887,133.72,3
fleetwood mac,seven wonders (early version),0.675,0.527,-9.501,0.0263,0.0448,2.65e-06,0.101,0.66,113.881,3
fleetwood mac,tango in the night (demo),0.531,0.44,-11.862,0.0295,0.114,0.294,0.173,0.194,111.052,6
fleetwood mac,where we belong (demo),0.711,0.571,-12.097,0.031,0.307,9.79e-05,0.108,0.765,129.501,3
fleetwood mac,isn't it midnight (alternate mix),0.612,0.668,-8.715,0.0265,0.14,0.00163,0.335,0.962,141.876,3
fleetwood mac,ooh my love (demo),0.758,0.646,-8.422,0.0276,0.203,2.19e-05,0.223,0.947,125.051,3
fleetwood mac,big love (remix/edit),0.598,0.949,-6.612,0.0604,0.00355,0.473,0.18,0.742,125.609,4
fleetwood mac,little lies (extended version),0.722,0.917,-8.17,0.0358,0.0522,0.183,0.104,0.967,125.188,3
chris cornell,part of me,0.87,0.524,-3.901,0.0436,0.00887,0.307,0.787,0.394,115.015,5
chris cornell,time,0.742,0.839,-5.096,0.0396,0.123,0.000164,0.14,0.932,116.032,3
chris cornell,sweet revenge,0.697,0.676,-5.01,0.0291,0.00298,0.148,0.488,0.409,117.007,5
chris cornell,get up,0.733,0.523,-4.57,0.0374,0.0181,3.26e-05,0.062,0.718,117.989,3
chris cornell,ground zero,0.793,0.578,-6.051,0.0479,0.00231,0.00309,0.502,0.562,117.986,5
chris cornell,never far away,0.526,0.812,-5.194,0.0343,0.0367,0.0,0.773,0.536,80.008,5
chris cornell,take me alive,0.413,0.86,-5.967,0.0472,0.00262,1.91e-05,0.539,0.169,95.003,5
chris cornell,long gone,0.6,0.79,-6.443,0.0292,0.0018,0.00748,0.176,0.146,115.159,0
chris cornell,scream,0.65,0.684,-7.0,0.027,0.0404,0.00737,0.249,0.312,119.229,0
chris cornell,enemy,0.615,0.748,-6.069,0.0369,0.000748,1.17e-05,0.602,0.351,120.289,5
chris cornell,other side of town,0.708,0.734,-6.734,0.0386,0.329,0.000223,0.309,0.661,121.025,3
chris cornell,climbing up the walls,0.546,0.922,-5.788,0.0453,0.016,1.97e-06,0.505,0.415,124.992,5
chris cornell,watch out,0.631,0.822,-5.534,0.027,0.000108,0.0193,0.341,0.635,139.995,0
chris cornell,two drink minimum,0.337,0.442,-7.346,0.033,0.608,0.0,0.108,0.204,146.635,6
chris cornell,no such thing,0.455,0.888,-3.5,0.0636,0.0269,0.0,0.164,0.288,144.908,0
chris cornell,poison eye,0.584,0.886,-3.05,0.0588,0.0423,0.0,0.354,0.516,126.982,0
chris cornell,safe and sound,0.543,0.545,-4.565,0.0296,0.331,0.0,0.204,0.358,132.95,0
chris cornell,she'll never be your man,0.673,0.72,-4.924,0.0272,0.109,0.0,0.119,0.505,97.009,3
chris cornell,ghosts,0.586,0.804,-4.451,0.0384,0.143,0.0,0.0467,0.547,121.935,3
chris cornell,killing birds,0.62,0.769,-3.947,0.0309,0.0439,0.0,0.0987,0.533,127.946,0
chris cornell,billie jean,0.49,0.637,-4.637,0.0468,0.601,0.000334,0.137,0.411,137.921,0
chris cornell,scar on the sky,0.545,0.623,-5.118,0.0289,0.123,0.0,0.113,0.405,139.881,0
chris cornell,your soul today,0.587,0.9,-4.052,0.0425,0.0301,0.0,0.315,0.698,129.91,0
chris cornell,finally forever,0.604,0.571,-4.678,0.0283,0.329,0.0,0.127,0.521,127.925,3
chris cornell,silence the voices,0.429,0.581,-4.839,0.0297,0.211,0.0,0.0837,0.136,128.104,0
chris cornell,disappearing act,0.312,0.443,-5.64,0.031,0.459,0.0,0.1,0.312,151.005,0
chris cornell,today - non-lp version,0.622,0.832,-4.289,0.0375,0.24,0.0,0.285,0.563,112.024,3
chris cornell,can't change me,0.48,0.829,-6.302,0.052,0.0299,0.0,0.0978,0.548,162.942,0
chris cornell,flutter girl,0.576,0.829,-5.527,0.035,0.129,2.86e-06,0.0976,0.359,113.018,0
chris cornell,preaching the end of the world,0.472,0.603,-5.668,0.0297,0.198,0.0,0.122,0.303,129.815,0
chris cornell,follow my way,0.545,0.898,-5.422,0.0622,0.00548,1.19e-06,0.163,0.242,130.516,0
chris cornell,when i'm down,0.327,0.505,-7.059,0.0318,0.195,1.8e-06,0.101,0.293,142.011,0
chris cornell,mission,0.49,0.935,-5.033,0.0445,0.0105,0.000275,0.392,0.421,94.908,0
chris cornell,wave goodbye,0.429,0.662,-6.049,0.0341,0.282,0.0,0.171,0.338,152.725,0
chris cornell,moonchild,0.509,0.789,-5.874,0.031,0.0148,0.0,0.119,0.315,131.95,0
chris cornell,sweet euphoria,0.427,0.299,-9.466,0.0296,0.592,0.0,0.112,0.2,90.956,6
chris cornell,disappearing one,0.451,0.738,-5.39,0.0603,0.0188,0.0106,0.296,0.283,130.034,0
chris cornell,pillow of your bones,0.46,0.81,-5.677,0.0325,0.0694,0.0,0.117,0.372,159.028,0
chris cornell,steel rain,0.451,0.742,-5.418,0.0303,0.107,2.9e-05,0.188,0.177,99.991,0
chris cornell,can't change me - french version,0.562,0.598,-5.705,0.0257,0.104,0.0,0.131,0.436,132.949,0
audioslave,what you are,0.501,0.687,-4.399,0.0289,0.0063,0.0,0.138,0.486,89.002,0
audioslave,set it off,0.306,0.725,-5.199,0.0476,0.00162,1.04e-05,0.371,0.664,173.627,0
audioslave,exploder,0.541,0.889,-4.103,0.0579,0.00106,0.0,0.294,0.652,82.51,3
audioslave,hypnotize,0.214,0.945,-6.022,0.114,2.05e-05,7.01e-05,0.381,0.252,78.494,0
audioslave,bring em back alive,0.523,0.719,-5.452,0.0586,0.00774,0.018,0.0957,0.402,126.899,0
audioslave,getaway car,0.574,0.456,-5.66,0.0259,0.157,0.0,0.251,0.234,62.261,6
audioslave,the last remaining light,0.465,0.497,-4.214,0.0285,0.0236,0.000143,0.268,0.258,100.583,0
soundgarden,ugly truth,0.396,0.611,-11.813,0.0375,0.0125,0.0412,0.0745,0.479,129.668,0
soundgarden,hands all over,0.225,0.916,-10.002,0.0548,0.0103,0.731,0.0844,0.259,90.795,4
soundgarden,gun,0.361,0.906,-11.507,0.0682,0.00286,0.5,0.073,0.212,133.999,4
soundgarden,power trip,0.217,0.741,-10.172,0.056,0.333,0.00021,0.11,0.389,174.149,0
soundgarden,get on the snake,0.355,0.904,-10.494,0.0624,0.00467,0.0317,0.124,0.39,127.378,0
soundgarden,full on kevin's mom,0.246,0.958,-9.275,0.0717,0.0314,0.138,0.158,0.121,135.101,0
soundgarden,i awake,0.564,0.607,-11.849,0.0375,0.276,0.115,0.105,0.226,124.712,6
soundgarden,no wrong no right,0.307,0.688,-10.686,0.0447,0.0365,2.7e-05,0.107,0.389,134.361,0
soundgarden,uncovered,0.359,0.807,-11.475,0.0453,0.243,0.00149,0.3,0.238,151.467,0
soundgarden,big dumb sex,0.28,0.853,-9.455,0.0735,0.00684,0.000594,0.525,0.439,175.605,5
soundgarden,full on,0.399,0.655,-11.759,0.0427,0.189,0.106,0.242,0.382,132.28,0
angra,millennium sun,0.283,0.963,-5.431,0.225,0.0153,0.000421,0.253,0.0877,111.555,0
angra,unholy wars,0.202,0.955,-5.69,0.146,0.000918,0.000946,0.358,0.193,174.119,0
angra,judgement day,0.522,0.953,-4.654,0.0695,0.000954,0.000217,0.286,0.416,125.017,0
angra,running alone,0.235,0.985,-4.493,0.129,0.00187,0.00011,0.28,0.145,151.828,0
angra,visions prelude,0.443,0.38,-7.977,0.0331,0.468,0.0,0.102,0.0398,121.09,6
alain caron,the bump,0.619,0.604,-9.259,0.0282,0.258,0.909,0.0475,0.794,96.018,4
alain caron,fat cat,0.704,0.58,-10.837,0.0285,0.486,0.869,0.0858,0.629,116.063,4
alain caron,district 6,0.608,0.747,-9.322,0.0465,0.0772,0.855,0.161,0.55,150.083,4
alain caron,slam the clown,0.713,0.862,-8.46,0.0497,0.0225,0.897,0.144,0.688,120.081,4
alain caron,little miss match,0.644,0.308,-14.578,0.0278,0.873,0.93,0.105,0.381,84.054,1
alain caron,i.c.u,0.655,0.737,-8.122,0.0275,0.0206,0.836,0.28,0.608,98.084,4
alain caron,cherokee drive,0.703,0.689,-10.042,0.0357,0.433,0.885,0.0484,0.765,100.049,4
alain caron,flight of the bebop bee,0.633,0.721,-10.152,0.0314,0.293,0.919,0.0675,0.688,125.07,4
alain caron,donna lee,0.705,0.575,-11.612,0.0487,0.318,0.89,0.32,0.701,107.2,4
alain caron,intuitions,0.34,0.0317,-21.918,0.0379,0.959,0.887,0.104,0.0661,61.44,1
alter bridge,find the real,0.346,0.933,-2.975,0.0824,2.36e-05,4.21e-06,0.114,0.287,75.347,0
alter bridge,burn it down,0.246,0.82,-5.098,0.0436,0.00187,0.000134,0.0662,0.182,136.734,0
alter bridge,broken wings,0.454,0.722,-5.438,0.0338,0.0072,0.000128,0.121,0.132,138.12,0
alter bridge,in loving memory,0.284,0.638,-5.935,0.0339,0.00794,6.87e-05,0.195,0.194,140.06,0
alter bridge,down to my last,0.341,0.868,-3.622,0.0537,0.000119,0.0,0.265,0.404,150.008,0
alter bridge,watch your words,0.279,0.923,-3.502,0.0675,5.16e-05,7.08e-05,0.129,0.214,159.734,0
alter bridge,shed my skin,0.293,0.876,-4.225,0.0573,0.00012,1.45e-06,0.584,0.196,140.671,5
alter bridge,the end is here,0.394,0.886,-5.379,0.114,0.000508,9.14e-06,0.0955,0.0474,144.03,0
alter bridge,brand new start,0.386,0.888,-4.908,0.0525,0.00152,0.000658,0.112,0.345,148.232,0
alter bridge,buried alive,0.364,0.978,-3.93,0.221,0.000214,5.02e-06,0.264,0.233,165.974,0
alter bridge,coming home,0.25,0.965,-5.175,0.101,0.00138,3.87e-05,0.107,0.348,102.174,0
alter bridge,before tomorrow comes,0.35,0.975,-3.242,0.129,8.65e-05,1.36e-05,0.216,0.267,160.069,0
alter bridge,rise today,0.337,0.964,-4.034,0.148,0.00257,4.11e-06,0.13,0.153,159.935,0
alter bridge,one by one,0.277,0.939,-4.312,0.0736,0.00157,9.41e-06,0.0957,0.263,167.011,0
alter bridge,break me down,0.383,0.917,-5.418,0.0636,0.000273,4.09e-06,0.081,0.286,157.627,0
alter bridge,white knuckles,0.424,0.926,-4.189,0.0738,0.00025,0.0,0.257,0.368,114.201,0
alter bridge,we don't care at all,0.247,0.951,-4.678,0.0978,0.000564,0.0,0.132,0.268,174.645,0
alter bridge,slip to the void,0.153,0.775,-5.672,0.0482,0.000324,5.98e-06,0.104,0.0829,162.427,0
alter bridge,ghost of days gone by,0.522,0.924,-4.395,0.0452,0.00019,0.000105,0.0934,0.484,136.549,0
alter bridge,still remains,0.219,0.973,-4.121,0.17,2.88e-05,3.6e-06,0.283,0.266,193.203,0
alter bridge,make it right,0.228,0.942,-4.24,0.0698,3.17e-05,0.0,0.29,0.268,93.777,0
alter bridge,wonderful life,0.159,0.814,-4.073,0.0436,0.00221,0.0,0.116,0.324,152.033,0
alter bridge,i know it hurts,0.389,0.955,-3.636,0.0711,1.98e-05,3.04e-06,0.343,0.298,104.853,0
alter bridge,fallout,0.258,0.887,-4.702,0.053,4.36e-05,1.48e-06,0.0865,0.457,170.381,0
alter bridge,breathe again,0.28,0.94,-3.911,0.0944,0.000136,0.0,0.0927,0.392,170.535,0
alter bridge,coeur d'alene,0.375,0.882,-4.755,0.052,2.55e-05,4.15e-05,0.148,0.185,90.961,0
alter bridge,life must go on,0.333,0.857,-4.522,0.0448,0.00907,0.0,0.0988,0.326,152.376,0
alter bridge,words darker than their wings,0.378,0.898,-5.291,0.0414,0.000149,1.02e-05,0.108,0.169,156.973,0
alter bridge,zero,0.217,0.913,-4.466,0.064,0.000142,0.0,0.132,0.412,123.974,0
alter bridge,home,0.417,0.945,-4.288,0.0596,1.66e-05,2.79e-05,0.366,0.204,92.004,0
alter bridge,never born to follow,0.43,0.908,-4.377,0.0399,6.12e-06,4.33e-05,0.132,0.386,87.93,0
furyon,stand like stone,0.472,0.954,-3.495,0.0883,0.000743,7.03e-06,0.117,0.296,121.99,0
furyon,souvenirs,0.13,0.777,-4.69,0.0603,9.26e-05,6.07e-05,0.35,0.223,171.073,0
furyon,don't follow,0.471,0.936,-4.067,0.114,0.000558,5.44e-06,0.119,0.355,115.017,0
furyon,new way of living,0.197,0.884,-5.407,0.113,0.000173,1.31e-05,0.0883,0.204,145.116,0
furyon,voodoo me,0.362,0.869,-5.363,0.0526,2.08e-05,2.9e-05,0.21,0.438,169.712,0
furyon,fear alone,0.417,0.803,-5.92,0.0458,0.00337,0.000151,0.118,0.116,97.057,0
furyon,wasted on you,0.297,0.955,-4.294,0.135,0.000286,5.18e-06,0.336,0.166,171.041,0
furyon,our peace someday,0.22,0.763,-5.256,0.0387,0.00245,0.00041,0.0917,0.0616,142.029,0
furyon,desert suicide,0.182,0.753,-4.963,0.0504,0.00076,1.74e-05,0.126,0.0758,80.993,0
furyon,voodoo me (acoustic - bonus track),0.55,0.513,-4.748,0.0336,0.581,0.0,0.205,0.641,170.939,3
furyon,souvenirs (acoustic - bonus track),0.408,0.542,-4.242,0.0291,0.688,0.0,0.109,0.444,79.174,6
the killers,all these things that i've done,0.552,0.71,-6.925,0.0425,0.00164,5.07e-06,0.116,0.206,118.276,0
the killers,"andy, you're a star",0.505,0.546,-5.028,0.0257,0.243,0.00718,0.186,0.685,84.115,3
the killers,on top,0.593,0.925,-3.973,0.0377,0.0148,0.0,0.12,0.671,126.996,3
the killers,glamorous indie rock & roll,0.328,0.858,-3.316,0.0559,0.0702,0.0,0.169,0.544,154.494,0
the killers,believe me natalie,0.421,0.892,-6.069,0.0544,1.53e-05,0.00444,0.0542,0.182,95.972,0
the killers,midnight show,0.394,0.948,-4.25,0.0859,9.2e-05,0.00964,0.111,0.218,144.012,0
the killers,everything will be alright,0.502,0.746,-4.67,0.0279,0.00109,0.000521,0.108,0.213,128.098,0
the killers,somebody told me - mylo mix,0.793,0.813,-4.025,0.12,0.00603,0.00358,0.137,0.934,138.058,3
the killers,smile like you mean it - fischerspooner mix,0.663,0.638,-6.289,0.0419,0.00473,0.741,0.0833,0.577,130.033,4
the killers,smile like you mean it - ruff and jam eastside mix,0.692,0.963,-4.068,0.0477,0.0269,0.137,0.0884,0.93,132.016,3
the killers,sam's town,0.268,0.96,-4.596,0.0963,0.000217,0.00604,0.732,0.44,141.415,5
the killers,enterlude,0.485,0.205,-15.733,0.0524,0.977,0.0168,0.165,0.338,135.019,6
the killers,bling (confession of a king),0.532,0.931,-3.662,0.0467,0.00144,0.263,0.159,0.383,113.424,0
the killers,for reasons unknown,0.504,0.884,-4.214,0.0366,0.000458,0.0399,0.108,0.516,140.398,0
the killers,read my mind,0.543,0.917,-3.391,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,0
the killers,uncle jonny,0.262,0.905,-3.483,0.039,5.5e-05,0.262,0.396,0.379,173.781,0
the killers,bones,0.472,0.902,-3.607,0.0643,0.000679,0.124,0.0822,0.567,139.57,0
the killers,my list,0.446,0.279,-8.396,0.0343,0.0383,0.0,0.117,0.159,123.738,6
the killers,this river is wild,0.376,0.89,-4.286,0.0852,0.000836,0.00151,0.152,0.296,140.677,0
the killers,why do i keep counting?,0.566,0.829,-4.742,0.0404,0.0169,1.77e-05,0.0928,0.134,107.141,0
the killers,exitlude,0.386,0.347,-11.73,0.0389,0.297,0.000457,0.124,0.223,138.923,6
steel panther,in the future,0.493,0.67,-15.754,0.294,0.475,0.00834,0.355,0.205,98.316,2
steel panther,supersonic sex machine,0.497,0.995,-3.349,0.131,7.65e-05,9.5e-05,0.348,0.558,146.012,0
steel panther,17 girls in a row,0.559,0.926,-3.31,0.0559,1.46e-05,6.83e-06,0.0779,0.637,99.985,3
steel panther,it won't suck itself,0.594,0.982,-4.193,0.0891,2.2e-05,0.000156,0.331,0.477,120.005,0
steel panther,tomorrow night,0.588,0.965,-3.649,0.0455,0.000319,2.24e-06,0.294,0.402,134.066,0
steel panther,why can't you trust me,0.455,0.851,-4.088,0.0456,0.000271,0.0,0.264,0.61,156.047,0
steel panther,i like drugs,0.534,0.975,-4.046,0.0927,0.000297,4.51e-06,0.367,0.602,146.009,0
steel panther,critter,0.492,0.976,-3.171,0.0968,1.57e-05,0.0,0.25,0.502,143.049,0
steel panther,ten strikes you're out,0.441,0.964,-4.292,0.239,0.000337,0.0,0.35,0.354,168.903,0
steel panther,the burden of being wonderful,0.648,0.864,-5.473,0.0343,0.0151,0.0,0.3,0.599,115.065,3
steel panther,b.v.s.,0.412,0.982,-4.102,0.224,0.000215,0.0,0.0587,0.26,157.964,0
steel panther,if i was the king,0.484,0.952,-4.77,0.155,0.000219,0.0,0.312,0.511,152.886,0
steel panther,she's on the rag,0.551,0.945,-5.223,0.0623,0.00334,0.0,0.136,0.308,89.018,0
steel panther,goin' in the backdoor,0.466,0.967,-2.535,0.0572,0.000453,0.0,0.088,0.516,147.064,0
steel panther,anything goes,0.526,0.974,-3.029,0.0829,0.000955,0.0,0.0782,0.483,141.078,0
steel panther,that's when you came in,0.335,0.785,-4.893,0.0714,0.0366,0.0,0.336,0.489,184.311,0
steel panther,pussy ain't free,0.495,0.973,-3.471,0.103,0.000641,0.0,0.317,0.444,140.025,0
steel panther,i got what you want,0.493,0.954,-3.299,0.0721,0.00037,0.0,0.0847,0.767,149.016,0
steel panther,walk of shame,0.464,0.979,-2.6,0.0854,0.00189,4.91e-06,0.114,0.469,145.938,0
steel panther,she's tight,0.508,0.903,-4.688,0.0518,0.0122,0.0,0.317,0.801,157.009,0
jimi hendrix,stone free,0.54,0.83,-5.676,0.0605,0.014,0.000121,0.221,0.832,133.752,3
jimi hendrix,manic depression,0.339,0.97,-5.03,0.136,0.0135,0.111,0.154,0.753,149.392,0
jimi hendrix,if 6 was 9,0.416,0.666,-9.026,0.204,0.0183,0.265,0.809,0.518,110.822,5
jimi hendrix,red house,0.501,0.454,-8.54,0.0282,0.637,0.0132,0.147,0.557,97.189,6
jimi hendrix,voodoo child (slight return),0.356,0.905,-6.652,0.309,0.502,0.0137,0.0561,0.438,87.57,2
jimi hendrix,freedom,0.518,0.9,-5.249,0.0481,0.0208,0.00454,0.136,0.707,112.217,3
jimi hendrix,night bird flying,0.352,0.887,-4.507,0.0338,0.125,0.506,0.665,0.77,106.359,5
jimi hendrix,angel,0.39,0.691,-9.278,0.0619,0.186,0.0161,0.173,0.348,133.958,0
jimi hendrix,dolly dagger,0.501,0.886,-5.85,0.0885,0.0924,1.07e-05,0.599,0.797,121.053,5
jimi hendrix,"star spangled banner - live at the woodstock music & art fair, august 18, 1969",0.209,0.898,-9.236,0.177,0.608,0.868,0.428,0.358,109.906,4
ryan adams & the cardinals,let us down easy,0.488,0.65,-6.118,0.0258,0.188,7.07e-06,0.213,0.545,88.453,3
