artist,song,features
Rodrigo y Gabriela,Orion (Remastered),spotify:track:2CIQtvy2r1e6VgnSYT1q67
Rodrigo y Gabriela,Juan Loco (Remastered),spotify:track:6oqjzRgq7N8UukbgI5Obaq
Rodrigo y Gabriela,PPA (Remastered),spotify:track:3PaCZfSlmImsVeaDw2xEsZ
Rodrigo y Gabriela,Senorita XXX (Remastered) [Bonus Track],spotify:track:4qi2Ot2qG1FDKbwgBzcmJd
Rodrigo y Gabriela,Amuleto (Remastered) [Bonus Track],spotify:track:4jE3F9hLKnaw3HJYasJN89
Rodrigo y Gabriela,Tamacun (Live At The Olympia Theatre),spotify:track:3Nc9YZeah1zovfPbt2Ku7Q
Rodrigo y Gabriela,Diem (Live At The Olympia Theatre),spotify:track:3EBV5OamaJdG8IeuM3v7TF
Rodrigo y Gabriela,Satori (Live At The Olympia Theatre),spotify:track:20jZcUPC6lPtskPduuOkrA
Rodrigo y Gabriela,Foc (Live At The Olympia Theatre),spotify:track:44pV0P3pEIFUpLv0uM0rYn
Rodrigo y Gabriela,Ixtapa (Live At The Olympia Theatre),spotify:track:5DXECK7qlKK7wdyvN9NzNf
Rodrigo y Gabriela,Orion (Live At The Olympia Theatre),spotify:track:6sWyXLq3G0sr3Ugv1AHEwZ
Rodrigo y Gabriela,Medley: One / Take 5 (Live At The Olympia Theatre),spotify:track:1U6IcKdglKy1xO8Tk0swFf
Rodrigo y Gabriela,Mr. Tang (Live At The Olympia Theatre),spotify:track:1oriAjNu9JcYH7VqKtsJZq
Rodrigo y Gabriela,Diablo Rojo (Live At The Olympia Theatre),spotify:track:5Boksofq9L46EzmwSfwpG3
Fozzy,Nameless Faceless,spotify:track:3dy66DlYLO6JomjxBpyeyQ
Fozzy,Enemy,spotify:track:3hHpTs57TmUppdpvaRFQhe
Fozzy,Wanderlust (feat. Zakk Wylde),spotify:track:2fZRzJB43lixi3TNlsXGLU
Fozzy,All That Remains,spotify:track:4tTf1H7luXKb71yQY60fuc
Fozzy,The Test,spotify:track:5FxOqiVb5qvWgxlOmsEU0W
Fozzy,It's A Lie (feat. Bonecrusher),spotify:track:2LRCPL794nN8fvx5uKPsQe
Fozzy,Daze Of The Weak,spotify:track:6Qku8BFiaUftMqacIt2t63
Fozzy,The Way I Am,spotify:track:2ZNFJsOHQnPa4TasIUYOIN
Fozzy,Lazarus,spotify:track:6hrEY56WMA5L0xSHwGHb4r
Fozzy,Born Of Anger (feat. Marty Friedman),spotify:track:02aWGHwqxl3tQlHPZVcH8V
Myrath,Jasmin,spotify:track:3QbMD6qnWde9MQJA3Sp91t
Myrath,Believer,spotify:track:1yId2tab38LIpWhX579thz
Myrath,Get Your Freedom Back,spotify:track:5aeL0ZrHsEC7wbkqIahtI7
Myrath,Nobody's Lives,spotify:track:0PFc1xilGfV9CWRrIUEgRN
Myrath,The Needle,spotify:track:16AHlQChV9F5dvwEiwp4YQ
Myrath,Through Your Eyes,spotify:track:3kGOAU6JDr39X2Yk3t9OPn
Myrath,The Unburnt,spotify:track:7MbMm9vpeUNoSo7KvPEb4d
Myrath,I Want To Die,spotify:track:3ZJ7yZScIgk8C6lMZe1JZi
Myrath,Duat,spotify:track:0Aalmyp6wny8F9i9WLM9WI
Myrath,Endure the Silence,spotify:track:3rgEMjfiIEFLZJxhNT5kpW
Myrath,Storm of Lies,spotify:track:7hgtQWtG8RSzAKvJyhKMpr
Myrath,Asl,spotify:track:6Uy8sGIBJrrFZ2u4hXp93H
Myrath,Born to Survive,spotify:track:1ayeyzQKGE8j1T0kO86qmQ
Myrath,You’ve Lost Yourself,spotify:track:0r05zb1EjuA2tECBBswrIT
Myrath,Dance,spotify:track:3qkTtC5viVAMf67CF9ebRV
Myrath,Wicked Dice,spotify:track:1U7QOZjZ8sg1dX33CMuci5
Myrath,Monster in My Closet,spotify:track:1KMDd3PrtJxNoioeKvfWOV
Myrath,Lili Twil,spotify:track:30UTXmVNcRkRveNNjorXGi
Myrath,No Holding Back,spotify:track:0E9FAHCLM941DKPMP0mjXz
Myrath,Stardust,spotify:track:1riGPSln0O1akC58j5UQfv
Myrath,Mersal,spotify:track:52k6bKlNcjWRo7cFzEn8yX
Myrath,Darkness Arise,spotify:track:7IKI4zHxr7P4AZule8yWCx
Myrath,Shehili,spotify:track:44c8pVfg5jTR4OH739KLG9
Watchhouse,Golden Embers,spotify:track:3fOETmGlFv8nCmZSMIPfmL
Watchhouse,The Wolves,spotify:track:5yUfBfsoFd1PzQHrkWVTdV
Watchhouse,Into the Sun,spotify:track:4LuVCdZLCLcaOCzomwp4es
Watchhouse,Like You Used To,spotify:track:4T8eiSZD8b1efjIjNkcnSI
Watchhouse,Mother Deer,spotify:track:4oxbUU7xQjinxScYJW7rVO
Watchhouse,Lonely All the Time,spotify:track:2UO99pq9QS5RyKFMju8RBI
Watchhouse,When She's Feeling Blue,spotify:track:1QuSw0P1XqBJFtckTjUCfx
Watchhouse,Late September,spotify:track:0WurtPU2UjvT1ZhWzolDFt
Watchhouse,Suspended in Heaven,spotify:track:1pmqmRalkL6Qquyu1DRopm
Watchhouse,Time We Made Time,spotify:track:5ldbJwt3yE1hQuOvtp9P2J
Watchhouse,Hey Stranger,spotify:track:41bfXigHi2NMywX9tWLkwB
Watchhouse,Wildfire,spotify:track:4TcTtWG8wSrxRmKWHNYHK8
Watchhouse,Picking Up Pieces,spotify:track:7qdoRKLqMk9puxijyDnbCh
Watchhouse,Lonesome Whistle,spotify:track:5nHd6AYYCChs3p7qTog8wO
Watchhouse,Echo,spotify:track:0kArL7qZSxA2usjkQ5fifB
Watchhouse,Cold Lover's Waltz,spotify:track:7KrHgrPqEsh6ie8L4mu9yO
Watchhouse,My Blinded Heart,spotify:track:2TpiXolj7PiZsXsHQsSQGA
Watchhouse,Hard Travelin',spotify:track:4J0VcDpxv6uEI6w17Cpy2i
Watchhouse,Gospel Shoes,spotify:track:7w81hLGCWt3s5gNvFqCpVO
Watchhouse,Take This Heart of Gold,spotify:track:0FORftUv1AjBfUn6iaKFCA
Circus Maximus,The Weight,spotify:track:3dLMWEwe8qArh6O83n7T9S
Circus Maximus,Highest Bitter,spotify:track:4kEYBg8NqzxgexiwK08SEX
Circus Maximus,Havoc,spotify:track:6oVcXeYWgiXmjqtJ9A8rDo
Circus Maximus,Pages,spotify:track:49xqATVb8l6rBiHUEr8eov
Circus Maximus,Flames,spotify:track:3gnIyRlkoPotpKjKHsfKCs
Circus Maximus,Loved Ones,spotify:track:3bpX4PKDitluwaYuWl6khE
Circus Maximus,After the Fire,spotify:track:4iEAsAnzMq8JLrNZuvMUpa
Circus Maximus,Remember,spotify:track:77PyVkLkXNYTBFYbbOMxbs
Circus Maximus,Chivalry,spotify:track:7zrNIy41d3qdHoUGvd9uXp
Circus Maximus,Forging,spotify:track:7jB8VRncwlAWBL2aWADSUP
Circus Maximus,Architect of Fortune,spotify:track:6SQZ99UTu7CDJQBIGC2lyZ
Circus Maximus,Namaste,spotify:track:7L1J4hIqrzMkFwBeM9Op93
Circus Maximus,Game of Life,spotify:track:5uVpLzyFkLt7eBsjOQRuLm
Circus Maximus,Reach Within,spotify:track:79c0SVI0ootDDtpZuR0XWp
Circus Maximus,I Am,spotify:track:4FivcTsReSjFgQy1nngDo4
Circus Maximus,Used,spotify:track:6SQXukPOD1Q4XX7gZ2MNaW
Circus Maximus,The One,spotify:track:2xqCA0RtmpMmoSERbuLM9V
Circus Maximus,Burn After Reading,spotify:track:2F7D3XJgKnbmhX5Laan714
Circus Maximus,Last Goodbye,spotify:track:0sadbzXUzpwbE8TCZ9nSAy
Enya,Trains and Winter Rains,spotify:track:5OYtnPxrskF5J9p1mTc6tV
Enya,My! My! Time Flies!,spotify:track:6BaIRP3LHfKbIqb6SLkZDK
Enya,Stars and Midnight Blue,spotify:track:5BYvASmFO7EtgC34g1SXEn
Enya,Amarantine,spotify:track:5zi7a6PKsBiqeI1ei8Rn4B
Enya,Sumiregusa (Wild Violet),spotify:track:5NFcAe55BMPqYdCNrOt8P7
Enya,The River Sings,spotify:track:7t7roOkTuraDLq75vjUsPC
Enya,If I Could Be Where You Are,spotify:track:3nhZfm83ydQbZXBxhoaAlf
Enya,Wild Child,spotify:track:7MVuuF7Jvof8rYYZ2qxDO1
Enya,Only Time,spotify:track:3Otjx9ULpmWdUbkDTYDXHc
Enya,Drifting,spotify:track:3KjfX5yGBeV2RdaNkzlozf
Enya,Flora's Secret,spotify:track:5MZTBp2BLU0X1aEoawovsY
Enya,Fallen Embers,spotify:track:5dD1AcMK0cgH249UB8Zxw7
Enya,One by One,spotify:track:4gnt0qXfMh0qyKDFNkGe0J
Enya,Pax Deorum - 2009 Remaster,spotify:track:5eK3KiK7WN5WcL2lhdqu0z
Enya,Athair Ar Neamh - 2009 Remaster,spotify:track:5SXAH34KnU5rBUCwt3DVj3
Enya,Anywhere Is - 2009 Remaster,spotify:track:30PTDXnCzsNxCnaJDncjKt
Enya,Orinoco Flow - 2009 Remaster,spotify:track:4WzHZFkmNf6Komlk4chzug
Enya,Watermark - 2009 Remaster,spotify:track:0CvurfkYd3WxmfFXLQi7PM
Enya,Boadicea - 2009 Remaster,spotify:track:7CxGbixxAaIry5Xxbbu8kT
Enya,May It Be,spotify:track:7oqplvrotc808mgCFYdWOl
Enya,Caribbean Blue - 2009 Remaster,spotify:track:0ADTlyGXZDUOmDS9smfoX8
Enya,Aníron,spotify:track:2gmxeSGxbQxRPerFqlQZL6
Enya,Oíche Chiúin - Chorale,spotify:track:4WBD6MrLsSYmeXx8rvpinO
Yngwie Malmsteen,Vengeance,spotify:track:5OPlfykapJgYhlXLKzOoUb
Yngwie Malmsteen,No Love Lost,spotify:track:6fdsZRKojpnCfWZIdy6gLC
Yngwie Malmsteen,Tomorrow's Gone,spotify:track:106i1ZAD2D6Udbj3D7inQd
Yngwie Malmsteen,The Only One,spotify:track:4lJtfj2ZqVHfeBOURT4VJ5
Yngwie Malmsteen,I'd Die Without You,spotify:track:1ahQzJEbfgILYMgSW4mTt3
Yngwie Malmsteen,Overture 1622,spotify:track:1eDgD105qkh85I51o04DQo
Yngwie Malmsteen,Voodoo,spotify:track:51JZPajYS9DQYWTeuD5fUq
Yngwie Malmsteen,Cross the Line,spotify:track:4pGVY0kYW8hTY5JIC4nF1j
Yngwie Malmsteen,Time Will Tell,spotify:track:7voM6UjqVxQs8XUuuz4TPg
Yngwie Malmsteen,Fire in the Sky,spotify:track:3ad1EfVPHjrPEJkE2JhK7I
Yngwie Malmsteen,Amberdawn,spotify:track:5JIetMC7i69zsE9HgWaJtK
Yngwie Malmsteen,Cantabile,spotify:track:7gDLOaaNtNyo6l9by7BM57
Drive-By Truckers,Where the Devil Don't Stay,spotify:track:7zka0QS6Kb7eqvm4Mv1jwv
Drive-By Truckers,Tornadoes,spotify:track:6IlomAMOVnYbzWt6dMt5Cu
Drive-By Truckers,The Day John Henry Died,spotify:track:3qHiQ3unGoXc9i7Bv9XT28
Drive-By Truckers,Puttin' People on the Moon,spotify:track:7FzXzUN1SgnSxcj8VW3nAx
Drive-By Truckers,Carl Perkins' Cadillac,spotify:track:6pU82AsqA4MbvXbAseqXTa
Drive-By Truckers,The Sands of Iwo Jima,spotify:track:1mO6tKdaqNsAAM2fYLPDT0
Drive-By Truckers,Danko/Manuel,spotify:track:3wv16oZqCQN7ddN0JG7MsS
Drive-By Truckers,The Boys from Alabama,spotify:track:0Crcalh2ZygIDTS4qwZr52
Drive-By Truckers,Cottonseed,spotify:track:1iFWQfOtD8FooaZWlt6Zi8
Drive-By Truckers,The Buford Stick,spotify:track:04ZEl2EtxADCeQqneG7DwQ
Drive-By Truckers,Daddy's Cup,spotify:track:2XEFsVPjLAOs3AD6u5arfk
Drive-By Truckers,Never Gonna Change,spotify:track:3CD7iryjoNjN9bKBUNmMvO
Drive-By Truckers,Lookout Mountain,spotify:track:2QusFgnizBDouSy3KYHOGM
Drive-By Truckers,Goddamn Lonely Love,spotify:track:7ekj86VgKXB5XFTwVYnTQP
Drive-By Truckers,Feb. 14,spotify:track:4qmM1eWrtqub1Lr6bnMb09
Drive-By Truckers,Gravity's Gone,spotify:track:1mWCI4rxvYF9ELliQg1iUg
Drive-By Truckers,Easy on Yourself,spotify:track:2t4AGDdWkvhkyPL24n7APD
Drive-By Truckers,Aftermath USA,spotify:track:5Rssozwfx7MJVZkRiqIq1B
Drive-By Truckers,Goodbye,spotify:track:2vb6ductjFt997miKh5Pkq
Drive-By Truckers,Daylight,spotify:track:4XF2P9abpR6QD5AOx7zAj0
Drive-By Truckers,Wednesday,spotify:track:1sjQyogNaKg3DtsOADV1T2
Drive-By Truckers,Little Bonnie,spotify:track:0NS8T2WrVlU4JSLquP85Uo
Drive-By Truckers,Space City,spotify:track:2OApVF68LlJwSkiHrbZ7rG
Drive-By Truckers,A Blessing and a Curse,spotify:track:2o2gbc86WmczOU9dAOnkSL
Drive-By Truckers,A World of Hurt,spotify:track:0xTMD35CbqnOZRHntXN60m
Drive-By Truckers,The Living Bubba,spotify:track:6klJ97yVlWKmqB1hEJgXSm
Drive-By Truckers,Bulldozers and Dirt,spotify:track:28c1gasZ7sZSJgaQa5jSDG
Drive-By Truckers,Ronnie and Neil,spotify:track:0AukjOg4KSw4ZBTB9Cx3mD
Drive-By Truckers,Zip City,spotify:track:75qwujOAoUB9iyvuqTOoRB
Drive-By Truckers,Let There Be Rock,spotify:track:2Eo87CA4V8aaWarFCUcLcx
Drive-By Truckers,Marry Me,spotify:track:5cXojoGZVpoCINeGoPgxxc
Drive-By Truckers,Sinkhole,spotify:track:56mMkmgq0IV8DGAnf5dNyS
Drive-By Truckers,Carl Perkins' Cadillac,spotify:track:1XqMyoFzjeTZ1QaOQb6lqA
Drive-By Truckers,Outfit,spotify:track:2JwANlQX1vGysLsciuv6hT
Drive-By Truckers,The Righteous Path,spotify:track:7IUS8w8mR7kayIXRVXlTR3
Drive-By Truckers,Gravity's Gone,spotify:track:0T0d9EcrQqHsPIdeB9DIqU
Drive-By Truckers,Never Gonna Change,spotify:track:2WjfRY2z54P8dpthXeMJA1
Drive-By Truckers,3 Dimes Down,spotify:track:3X9Gz9AyEnoWv4gb6Yhr9P
Drive-By Truckers,Lookout Mountain,spotify:track:34rIBk5BTil3yyqNHiLN94
Drive-By Truckers,Uncle Frank,spotify:track:5tN1XW3SyCm2zwX4m1pMdb
Drive-By Truckers,A World of Hurt,spotify:track:0CHPErcp8XC27mmTLGSKO0
Drive-By Truckers,The Deeper In,spotify:track:10nLZy9wmdiIkB8rnfPRvd
Drive-By Truckers,Sinkhole,spotify:track:5Kq30jwMtLShgD9E0mwr3P
Drive-By Truckers,"Hell No, I Ain't Happy",spotify:track:2YnUO4gMwlh27KbVEj2Crn
Drive-By Truckers,Marry Me,spotify:track:5ZDScaWBhAHv8ZACmosIB8
Drive-By Truckers,My Sweet Annette,spotify:track:2HmZgUErlcBwlOjS5hMuQu
Drive-By Truckers,Outfit,spotify:track:0jkCFkoSMYsElFZTbTb38r
Drive-By Truckers,Heathens,spotify:track:4zyE2KS55d5O2EN3Y4eavn
Drive-By Truckers,Sounds Better in the Song,spotify:track:2u79n33pujIGqoa1ScCOtN
Drive-By Truckers,(Something's Got To) Give Pretty Soon,spotify:track:5VAtaeWXegm1eIoLzKAqQb
Drive-By Truckers,Your Daddy Hates Me,spotify:track:5ScWodsrn1D5xFp7Afw29A
Drive-By Truckers,Careless,spotify:track:6BnFK85lU5bZm5LMLbJHNy
Drive-By Truckers,When the Pin Hits the Shell,spotify:track:5ZMYOEEbzR1UPWOHzQpzoA
Drive-By Truckers,Do It Yourself,spotify:track:4gUZ9HJqym5sUlFfdkNkPE
Drive-By Truckers,Decoration Day,spotify:track:3jemxe3JnL0QXCDh1DdEgV
Drive-By Truckers,Loaded Gun in the Closet,spotify:track:4jacHKfy8pYaIEMg0TYLzI
Quique González,Tenía Que Decírtelo (Versión Maqueta),spotify:track:2JDanTfERwfRmx85sywB66
Quique González,La Fábrica (Versión Maqueta),spotify:track:6chUlY3JcztgiScQBaSUWu
Quique González,Dallas - Memphis (Versión Maqueta),spotify:track:6JCv8Rq3Xni3BasmwFG9kx
Quique González,¿Dónde Está el Dinero? (Versión Maqueta),spotify:track:41Kjpit83XZJuDrTRIC6gc
Quique González,Parece Mentira (Versión Maqueta),spotify:track:193CT1cRpf1JnZhQsg9pKB
Quique González,Las Chicas Son Magnificas (Versión Maqueta),spotify:track:1RWfhLOviNwcgh4gnkykq6
Quique González,Me Lo Agradecerás (Versión Maqueta),spotify:track:7L2hJqnIfWrRjhRVpVZL7Q
Quique González,Viejos Capos (Versión Maqueta),spotify:track:7E8OSetltySbVVp2nqeMHh
Quique González,No Encuentro a Samuel (Versión Maqueta),spotify:track:2K8XYEDCgGEFSTFXQpKc4b
Quique González,No Hagas Planes (Versión Maqueta),spotify:track:4RomIVxqRC1OZImk4egkEK
Quique González,Delantera Mítica (Versión Maqueta),spotify:track:6wUqCqUSDi7IkSb4l9Z05y
Quique González,¿Es Tu Amor en Vano? (Versión Maqueta),spotify:track:31L55Qv0IRQhr84DJGkfkU
