artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
Probot,Silent Spring (feat. Kurt Brecht),0.346,0.963,10.0,-4.451,1.0,0.132,0.00174,0.0943,0.225,0.187,110.705,spotify:track:4MXxyFnV0uTwN4n7CI1HIc,207941.0,3.0
Probot,The Emerald Law (feat. Wino),0.17,0.951,5.0,-4.29,1.0,0.303,0.0111,3.09e-05,0.249,0.0915,177.184,spotify:track:5RvyQElacC4ed9Mjc1AcDa,333140.0,4.0
Probot,Big Sky (feat. Tom G. Warrior),0.541,0.982,5.0,-2.552,1.0,0.0801,0.00605,0.00105,0.225,0.0991,128.006,spotify:track:4wEid2mDnAZsg7PAMuZ9xp,289690.0,4.0
Probot,Dictatosaurus (feat. Snake),0.369,0.938,9.0,-4.155,0.0,0.191,4.24e-06,0.756,0.794,0.343,142.347,spotify:track:5aPX3jYSopTbCO7f9k3Bas,232062.0,4.0
Probot,My Tortured Soul (feat. Eric Wagner),0.192,0.96,7.0,-1.727,1.0,0.0572,0.000127,0.00762,0.039,0.234,150.628,spotify:track:22XUEsZZoxhzZJLipqpula,299904.0,4.0
Probot,Sweet Dreams (feat. King Diamond),0.109,0.936,0.0,-4.142,1.0,0.206,0.00456,0.0747,0.284,0.126,197.427,spotify:track:4qz6rgFA7LVgiqRN82k2mj,323382.0,3.0
The Bottle Rockets,Early In The Morning,0.464,0.404,2.0,-10.881,1.0,0.0396,0.844,7.1e-05,0.328,0.953,185.863,spotify:track:33TdetUUHAKM2NPLp2zSmp,102240.0,3.0
The Bottle Rockets,Gas Girl,0.492,0.936,9.0,-7.375,1.0,0.0514,0.000318,7.8e-05,0.258,0.803,146.763,spotify:track:0zIMa4lj78aK4VFY7HGIx9,113760.0,4.0
The Bottle Rockets,Trailer Mama,0.478,0.885,0.0,-7.173,1.0,0.0367,8.67e-05,0.00146,0.352,0.902,129.541,spotify:track:1AQ0tg1lzoVFDPI4nWtUmZ,158507.0,4.0
The Bottle Rockets,Every Kinda Everything,0.595,0.793,2.0,-7.222,1.0,0.0294,0.289,0.0,0.0427,0.974,91.34,spotify:track:7FHvISyLVmyx4Vy1PUj91I,151093.0,4.0
The Bottle Rockets,Got What I Wanted,0.891,0.315,9.0,-10.954,1.0,0.0384,0.7,2.39e-06,0.119,0.222,110.859,spotify:track:7zRXGAalUSea5Za9pgIdfy,192227.0,4.0
The Bottle Rockets,Manhattan Countryside,0.47,0.945,9.0,-6.745,1.0,0.0883,0.0255,1.97e-06,0.276,0.499,118.099,spotify:track:2chUf3O5dPxBrYsUUmz6qC,135813.0,4.0
The Bottle Rockets,Rural Route,0.311,0.974,5.0,-6.988,1.0,0.103,0.000193,0.415,0.351,0.241,144.583,spotify:track:6jV24wTQB2AStxEfZ3W1y0,187400.0,4.0
The Bottle Rockets,Bud Nannery Theme,0.491,0.86,4.0,-8.916,1.0,0.0291,0.03,0.82,0.359,0.836,97.299,spotify:track:1gVdasoQQD1yP4wSIJUQDC,152960.0,4.0
The Bottle Rockets,The Very Last Time,0.613,0.421,2.0,-8.874,1.0,0.0261,0.348,0.000118,0.119,0.298,102.126,spotify:track:1lqSALgWTLgQHZkywmnQap,280667.0,3.0
The Bottle Rockets,Hey Moon,0.422,0.783,4.0,-7.524,1.0,0.0571,0.209,3.1e-06,0.149,0.808,189.504,spotify:track:73Qr128snmFSKAvbcUUVfi,126333.0,4.0
The Bottle Rockets,Lonely Cowboy,0.581,0.648,7.0,-8.06,1.0,0.0351,0.113,2.01e-06,0.0666,0.338,126.774,spotify:track:2vNxukW9Kz3FkSwvguVY3k,178800.0,4.0
The Bottle Rockets,Indianapolis,0.562,0.482,7.0,-11.373,1.0,0.0302,0.776,0.0,0.218,0.523,106.736,spotify:track:143WmS9M6824sGavSCpQib,195120.0,4.0
The Bottle Rockets,Manhattan Countryside,0.731,0.318,9.0,-11.105,0.0,0.0336,0.845,0.0,0.0831,0.28,116.943,spotify:track:2CfMBfqFsPyBWrxOzihmTs,180720.0,4.0
The Bottle Rockets,Wallflower,0.473,0.331,7.0,-12.136,1.0,0.0323,0.781,0.0,0.294,0.569,139.159,spotify:track:41tzPPdbY3JdgObVOvr6hg,141773.0,3.0
The Bottle Rockets,Idiot's Revenge,0.658,0.438,9.0,-9.945,1.0,0.0654,0.776,0.0,0.159,0.584,113.617,spotify:track:6ZkOHTgKk491TcE1GbWVWf,111920.0,4.0
The Bottle Rockets,Dead Dog Memories,0.766,0.227,9.0,-15.608,1.0,0.0615,0.867,0.0,0.162,0.686,115.7,spotify:track:5BD22FHtS4zyDYw641wT6L,165853.0,4.0
The Bottle Rockets,Hey Moon,0.426,0.522,4.0,-8.717,1.0,0.043,0.161,0.0,0.115,0.924,181.686,spotify:track:1pJEJHDd30F91eI8p5hmgZ,128853.0,4.0
The Bottle Rockets,Get Down River,0.48,0.326,2.0,-10.909,1.0,0.0278,0.27,1.79e-05,0.115,0.364,154.962,spotify:track:56pQjDw6py0Y8upEz0Z4f8,183600.0,3.0
The Bottle Rockets,White Trash,0.401,0.924,2.0,-8.879,1.0,0.0523,0.133,0.025,0.189,0.392,140.802,spotify:track:69VpsPTbbcqzyNsHxEIucV,163360.0,4.0
The Bottle Rockets,Radar Gun,0.264,0.952,4.0,-9.883,0.0,0.14,0.14,4.42e-05,0.584,0.466,172.9,spotify:track:6bYJLZdqmcYXp9YtNpUWIO,177560.0,4.0
The Bottle Rockets,Lonely Cowboy,0.369,0.668,7.0,-9.314,1.0,0.0466,0.666,0.0675,0.254,0.585,127.197,spotify:track:3c7B3qhihFQX5fn53qPEDo,177360.0,4.0
The Bottle Rockets,Coffee Monkey,0.196,0.987,2.0,-8.615,1.0,0.0929,0.00502,0.000231,0.316,0.232,157.624,spotify:track:4OJlgpWV38MZXt8oqYfKeQ,136160.0,4.0
The Bottle Rockets,Wave That Flag,0.295,0.489,9.0,-10.061,0.0,0.0331,0.29,0.0,0.0772,0.863,154.261,spotify:track:1hALzgFhH9HAufWKhEzHXl,123240.0,4.0
The Bottle Rockets,Brand New Year,0.0648,0.701,9.0,-8.799,1.0,0.0625,0.0632,0.00179,0.301,0.485,188.98,spotify:track:4P30Gr5cVTYnySAQQDPOzU,377707.0,4.0
The Bottle Rockets,Gravity Falls,0.557,0.792,9.0,-7.96,1.0,0.0306,0.00433,0.00505,0.202,0.829,128.182,spotify:track:4Q5I2cg2anGEdxGSXC68gf,201600.0,4.0
The Bottle Rockets,I'll Be Comin' Around,0.674,0.66,7.0,-8.714,1.0,0.0278,0.312,0.0123,0.106,0.696,123.004,spotify:track:6owztRUNGnAnsP1VFCTdrR,163200.0,4.0
The Bottle Rockets,Radar Gun,0.702,0.634,11.0,-10.113,1.0,0.0726,0.381,0.016,0.31,0.636,156.631,spotify:track:4Atcc9IkuNbSlwPXusv3o5,195747.0,4.0
The Bottle Rockets,Sunday Sports,0.268,0.79,9.0,-8.256,0.0,0.0478,0.0218,0.141,0.0978,0.5,123.974,spotify:track:3WvS0a9cuUegI1q5ixZICo,299027.0,4.0
The Bottle Rockets,Pot of Gold,0.735,0.193,4.0,-15.304,0.0,0.0328,0.699,0.00987,0.128,0.633,110.479,spotify:track:4DbDkws9fco5RZy0niH4yh,208440.0,4.0
The Bottle Rockets,1000 Dollar Car,0.414,0.449,7.0,-10.734,1.0,0.0286,0.00327,0.693,0.373,0.275,101.073,spotify:track:6G7WzFbHPoZbkfNaRbdm61,285987.0,4.0
The Bottle Rockets,Idiot's Revenge,0.487,0.828,8.0,-10.075,1.0,0.0418,0.0048,0.177,0.0909,0.768,105.734,spotify:track:6GvMe0sA6thlG51eQETZmX,225387.0,4.0
The Bottle Rockets,Young Lovers in Town,0.488,0.386,2.0,-10.068,1.0,0.0284,0.0673,7.46e-05,0.34,0.334,74.247,spotify:track:2VYH4tS74zy2pqlreT41t9,213107.0,3.0
The Bottle Rockets,Take Me to the Bank,0.357,0.887,9.0,-7.882,1.0,0.0747,0.00231,1.14e-06,0.104,0.751,153.568,spotify:track:4YoftFC2VxPA9vNt02VfyI,157413.0,4.0
The Bottle Rockets,What More Can I Do?,0.468,0.274,0.0,-12.957,1.0,0.0318,0.357,0.215,0.397,0.194,64.415,spotify:track:7cT5nGpZmM72nlVwdzZEhl,263827.0,3.0
The Bottle Rockets,Stuck In A Rut,0.235,0.54,9.0,-10.509,1.0,0.0299,0.146,0.597,0.261,0.441,130.512,spotify:track:36hol7hVPCYgVOYj0UplXy,285880.0,4.0
The Bottle Rockets,I Wanna Come Home,0.494,0.751,7.0,-9.535,0.0,0.0298,0.00343,0.0222,0.0891,0.627,130.553,spotify:track:0P9MbzekbogNPdgadZTEZt,192267.0,4.0
The Bottle Rockets,Queen Of The World,0.531,0.273,7.0,-13.433,1.0,0.026,0.303,0.000692,0.105,0.157,81.762,spotify:track:1TuSvIPqatqUakr6BhtsTG,238507.0,3.0
The Bottle Rockets,This Is What It Sounds Like When You're Listening To Lindsey Buckingham And Thinking Of Your Friends's Girlfriend At The Same Time,0.782,0.353,0.0,-14.203,1.0,0.0579,0.748,0.00208,0.342,0.332,129.223,spotify:track:01zg4ieC2pAIalkazm8hXr,147360.0,4.0
The Bottle Rockets,Building Chryslers,0.614,0.302,0.0,-11.21,1.0,0.0411,0.782,0.152,0.0789,0.499,179.739,spotify:track:4uaxZMBEXg5hx42WyNYAp4,208000.0,4.0
The Bottle Rockets,Smokin' 100s Alone,0.566,0.169,4.0,-14.488,0.0,0.0275,0.726,0.012,0.103,0.371,96.434,spotify:track:4Zh4gQNDSGx994q9j79f22,182813.0,4.0
The Bottle Rockets,Truck Driving Man,0.593,0.617,7.0,-10.963,1.0,0.0296,0.334,0.334,0.12,0.486,105.342,spotify:track:39oN00Idm5NLYcKBytBTiB,159053.0,4.0
The Bottle Rockets,Welfare Music,0.303,0.526,0.0,-12.184,1.0,0.117,0.661,0.597,0.288,0.323,150.874,spotify:track:2mOX00vpl3XU186Pwz9mSk,283947.0,4.0
The Bottle Rockets,Farmer John,0.365,0.799,0.0,-11.127,1.0,0.0504,0.248,0.42,0.659,0.438,95.41,spotify:track:5vhgug7pzKJ0ZdTpqdASnL,268613.0,4.0
Todd Terje,Intro (It's Album Time),0.573,0.796,1.0,-10.181,1.0,0.0329,0.0132,0.0092,0.297,0.423,101.381,spotify:track:60EtWSoDRJSFmg99MKZi0x,100760.0,4.0
Todd Terje,Leisure Suit Preben,0.438,0.71,2.0,-8.959,1.0,0.0378,0.157,0.832,0.0843,0.777,109.979,spotify:track:1tbYhc1Zrmnqk99PnzFKKT,260187.0,4.0
Todd Terje,Preben Goes to Acapulco,0.713,0.675,7.0,-9.751,1.0,0.0366,0.0177,0.856,0.0851,0.845,95.997,spotify:track:7vUbnU8XibkKccpuoyWqIm,275173.0,4.0
Todd Terje,Svensk Sås,0.7,0.893,1.0,-10.191,1.0,0.0649,0.528,0.955,0.695,0.801,140.046,spotify:track:0Def9GQnjyliBmy7LmoXvn,163613.0,4.0
Todd Terje,Strandbar,0.742,0.889,2.0,-9.508,1.0,0.0438,0.0293,0.915,0.366,0.685,122.011,spotify:track:6reLfBSO38qmFgHgz6kAs0,268440.0,4.0
Todd Terje,Johnny and Mary,0.661,0.537,6.0,-11.53,1.0,0.0281,0.302,0.584,0.144,0.257,124.001,spotify:track:3AsLKjKWlv1oCNWv92VqG4,392253.0,4.0
Todd Terje,Alfonso Muskedunder,0.569,0.948,5.0,-7.536,1.0,0.0512,0.0328,0.925,0.0928,0.876,192.043,spotify:track:48VsT5UCEE458bRZZiZN5w,204933.0,1.0
Todd Terje,"Swing Star, Pt. 1",0.55,0.846,6.0,-11.697,0.0,0.0396,0.0157,0.906,0.156,0.361,159.987,spotify:track:0z6QVQ6FbgHFi6qVyh8xSh,258240.0,4.0
Todd Terje,"Swing Star, Pt. 2",0.68,0.945,1.0,-10.115,0.0,0.0363,0.000159,0.883,0.288,0.516,109.998,spotify:track:2z6OostMhIFP6JmpQazDIL,377640.0,4.0
Todd Terje,Oh Joy,0.549,0.895,0.0,-10.532,1.0,0.0341,0.00303,0.245,0.0875,0.523,129.994,spotify:track:07Wr8BA8v4hsvczK43fZw4,429320.0,4.0
Todd Terje,Inspector Norse,0.915,0.762,7.0,-8.88,0.0,0.0521,0.0905,0.792,0.596,0.891,119.988,spotify:track:01txDiOnBPfMrVQwPQtDHR,419373.0,4.0
Fito y Fitipaldis,Un buen castigo,0.69,0.842,6.0,-7.683,0.0,0.0302,0.141,0.0158,0.238,0.951,150.042,spotify:track:2GvlIZHqSDyXQgf5hWXsOd,277867.0,4.0
Fito y Fitipaldis,Feo,0.717,0.519,7.0,-9.106,1.0,0.031,0.376,0.0404,0.108,0.617,120.795,spotify:track:0fKDWnxWMGYOZcKPujaJOA,294587.0,4.0
Fito y Fitipaldis,El ojo que me mira,0.657,0.849,0.0,-6.183,1.0,0.0463,0.217,0.151,0.235,0.753,159.988,spotify:track:3FpqurZB6CEYcPFHCmcqAW,187080.0,4.0
Fito y Fitipaldis,Corazón oxidado,0.623,0.824,2.0,-5.493,1.0,0.113,0.156,1.15e-06,0.273,0.91,175.436,spotify:track:41iYTPk4rkocwGfvDCGCSk,240973.0,4.0
Fito y Fitipaldis,Quiero ser una estrella,0.605,0.929,2.0,-3.492,1.0,0.0409,0.0908,0.000556,0.182,0.974,174.752,spotify:track:7CqsYZsTXU6AAIuudFtV7x,202813.0,4.0
Fito y Fitipaldis,Nada que decir,0.759,0.668,7.0,-6.561,1.0,0.0335,0.0635,0.212,0.0711,0.968,119.854,spotify:track:5Oj0vbO7pHgZVdR5rPVBAZ,180920.0,4.0
Fito y Fitipaldis,Vamono,0.698,0.873,7.0,-7.779,1.0,0.0434,0.112,0.877,0.119,0.919,98.002,spotify:track:2Fr7sGhGGiyBfzElmMsLHI,308333.0,4.0
Fito y Fitipaldis,Las nubes de tu pelo,0.828,0.525,4.0,-8.179,0.0,0.0762,0.849,0.0312,0.124,0.772,157.956,spotify:track:08nkTELhQ1vzexOyVX9mty,209640.0,4.0
Fito y Fitipaldis,Whisky barato,0.589,0.872,7.0,-5.231,1.0,0.037,0.0658,0.000493,0.329,0.982,168.008,spotify:track:25uN86jLVXNnusQDA3il8S,198893.0,4.0
Fito y Fitipaldis,Siempre estoy soñando,0.765,0.512,0.0,-8.257,1.0,0.0393,0.165,1.08e-05,0.158,0.89,156.005,spotify:track:2WDHxrr9IWp1QkAM0sSEr9,248013.0,4.0
Live,Operation Spirit (The Tyranny Of Tradition),0.502,0.821,10.0,-9.705,0.0,0.0716,0.00176,0.00675,0.0445,0.464,127.062,spotify:track:7quS7TB66pS7ODqoKVRDwP,198080.0,4.0
Live,Pain Lies On The Riverside - New Edit,0.453,0.896,8.0,-8.01,0.0,0.0481,0.00496,0.000144,0.0267,0.909,123.937,spotify:track:2ZnGK1hcofTmvuUi6amgCJ,271280.0,4.0
Live,The Beauty Of Gray,0.696,0.587,10.0,-8.962,0.0,0.106,0.0706,0.0,0.237,0.648,128.848,spotify:track:0LNJZChXSov5akbkGHiedp,251067.0,4.0
Live,Selling The Drama,0.448,0.901,6.0,-6.722,1.0,0.0627,0.0121,0.000148,0.127,0.406,124.525,spotify:track:7BG8BwW3Bhdq4PnZmjDBRm,205413.0,4.0
Live,I Alone - New Edit,0.44,0.802,6.0,-7.112,1.0,0.037,0.00146,0.00195,0.387,0.184,90.219,spotify:track:2JpsQyDTBDwZbmLd2wb6Fr,218987.0,4.0
Live,Lightning Crashes,0.397,0.431,11.0,-9.258,1.0,0.0487,0.271,2.81e-06,0.118,0.463,94.103,spotify:track:2VFRnfx3nzHdeSrFhtq9Jj,324733.0,4.0
Live,All Over You,0.321,0.827,1.0,-5.876,1.0,0.054,0.00428,0.0,0.334,0.332,132.031,spotify:track:0tSPef6ootsyS2DTOTiMrE,237787.0,4.0
Live,Pillar Of Davidson - New Edit,0.321,0.552,6.0,-8.599,1.0,0.0345,0.0479,2.7e-05,0.133,0.451,145.101,spotify:track:35ONOH2X5lPXzt7KjwI0IJ,263280.0,3.0
Live,We Deal In Dreams,0.509,0.83,0.0,-7.047,0.0,0.0419,0.0145,0.00014,0.0992,0.569,86.066,spotify:track:06gVm7NSC8zdTtJon4cdAX,233973.0,4.0
Live,Lakini's Juice,0.383,0.684,1.0,-6.976,1.0,0.0385,4.31e-05,0.07,0.0891,0.392,91.398,spotify:track:52Szq0z4jaI0xNDPfVPfqd,287013.0,4.0
Live,Turn My Head,0.385,0.618,11.0,-9.016,1.0,0.0332,0.000236,0.288,0.13,0.114,87.911,spotify:track:6B7TIZl2l4psuUQBTMUx12,234160.0,4.0
Live,The Dolphin's Cry - New Edit,0.347,0.8,5.0,-5.874,0.0,0.0387,0.000535,2.86e-05,0.152,0.457,149.791,spotify:track:0lHWLQDhj44RJq20q5VZPP,259187.0,4.0
Live,Run To The Water,0.151,0.843,8.0,-4.488,0.0,0.0492,0.00134,0.00114,0.164,0.31,182.825,spotify:track:2wDGXD8v3abIT1uWSlXO2x,266800.0,4.0
Live,Dance With You,0.456,0.413,1.0,-9.042,1.0,0.027,0.114,0.00018,0.109,0.0393,136.18,spotify:track:0AfBnCSdZ2AdqQfUHGfRlc,276427.0,4.0
Live,Overcome,0.385,0.402,9.0,-7.146,1.0,0.0277,0.772,0.381,0.0994,0.194,146.739,spotify:track:1jiJHdiEgooqKuMRKhYWqd,255773.0,4.0
Live,Nobody Knows,0.417,0.701,6.0,-6.082,1.0,0.0288,0.00895,0.00393,0.111,0.276,80.834,spotify:track:6jHpZP9eVsmWFuWnQGB8kx,267893.0,4.0
Live,Heaven,0.518,0.825,3.0,-5.775,1.0,0.0307,0.000447,0.0,0.0831,0.304,92.429,spotify:track:3v5cS4gKxpJqxUu4wz3DvG,226080.0,4.0
Live,Run Away - 2004 Remix,0.581,0.898,8.0,-4.06,0.0,0.0327,0.0102,0.0,0.172,0.573,147.766,spotify:track:5IE95GYZSNdrJcya3p2ldt,207827.0,4.0
Live,I Walk The Line,0.554,0.404,10.0,-8.134,0.0,0.026,0.101,7.81e-06,0.128,0.339,96.139,spotify:track:0zV8aA5SeJ54UPALOqtiot,183813.0,4.0
Jason Isbell,Cover Me Up,0.429,0.093,3.0,-15.944,1.0,0.0433,0.882,0.00703,0.111,0.208,129.661,spotify:track:5qW6ZYct54PhKliCntyxRX,293973.0,3.0
Jason Isbell,Stockholm,0.393,0.508,9.0,-10.636,1.0,0.0287,0.164,2.59e-05,0.259,0.55,97.107,spotify:track:0l8yEF94h7YXyxMGBKYrYo,171867.0,3.0
Jason Isbell,Traveling Alone,0.564,0.404,2.0,-11.599,1.0,0.0283,0.15,7.61e-05,0.147,0.328,127.886,spotify:track:65oAtBPpdlrKtVCIioBsiT,269693.0,4.0
Jason Isbell,Elephant,0.521,0.139,9.0,-14.164,0.0,0.0369,0.817,5.65e-06,0.105,0.498,122.994,spotify:track:5hDrVjYuVbJ00KfzbrwtXa,219787.0,4.0
Jason Isbell,Flying over Water,0.315,0.463,9.0,-9.631,1.0,0.0295,0.138,0.0,0.149,0.326,78.646,spotify:track:6ir7zILdiI4f2USpROWTDe,240480.0,4.0
Jason Isbell,Different Days,0.518,0.317,7.0,-15.476,1.0,0.0337,0.551,8.14e-05,0.105,0.197,82.517,spotify:track:4umbo0QnM77xD3xqoPwjxD,216307.0,4.0
Jason Isbell,Live Oak,0.369,0.121,4.0,-14.907,1.0,0.0482,0.918,3.39e-05,0.118,0.354,176.068,spotify:track:51JJuDBT4n2bgVasYgkBjD,217347.0,4.0
Jason Isbell,Songs That She Sang in the Shower,0.345,0.3,2.0,-13.468,1.0,0.0375,0.582,7.03e-06,0.0762,0.293,178.012,spotify:track:5MLFtxZQxdEBxeksmbE5xz,238613.0,3.0
Jason Isbell,New South Wales,0.56,0.312,4.0,-14.568,1.0,0.0576,0.749,0.000224,0.111,0.256,166.298,spotify:track:5AQIrUyRAxzOw3L9GtPlgG,235080.0,4.0
Jason Isbell,Super 8,0.558,0.69,7.0,-9.141,1.0,0.0414,0.0211,0.0,0.111,0.466,124.466,spotify:track:2xbfVS3A5RQtPbWVXyKZEo,207187.0,4.0
Jason Isbell,Yvette,0.526,0.175,1.0,-16.411,0.0,0.0308,0.487,0.0297,0.126,0.195,130.035,spotify:track:4inlB64VFmYEOEvzhQEuQr,270280.0,3.0
Jason Isbell,Relatively Easy,0.408,0.446,6.0,-12.945,1.0,0.0351,0.286,9.64e-05,0.148,0.164,87.939,spotify:track:4rTeKmdppkWFDf4kbhGyLU,285333.0,4.0
Julieta Venegas,Canciones de Amor,0.605,0.834,2.0,-4.075,1.0,0.0297,0.119,3.42e-05,0.108,0.598,97.029,spotify:track:66t9mMSm7razNHOKQxAa6R,172307.0,4.0
Julieta Venegas,Primer Día (with Dante),0.765,0.764,11.0,-5.901,0.0,0.0776,0.000501,1.54e-06,0.0563,0.616,98.062,spotify:track:49egJJwQQVDXusLAOtsPfc,236373.0,4.0
Julieta Venegas,Dulce Compañía,0.627,0.763,2.0,-5.062,1.0,0.0284,0.0176,1.86e-05,0.066,0.749,126.936,spotify:track:5y4XPy1J5ofYPsjBJzJMJi,202373.0,4.0
Julieta Venegas,De Qué Me Sirve,0.782,0.419,11.0,-5.678,0.0,0.0341,0.1,0.0,0.193,0.53,119.884,spotify:track:0IHf20McKNtNPfaKtTBSTY,155800.0,4.0
Julieta Venegas,A Donde Sea,0.535,0.929,9.0,-3.813,1.0,0.0474,0.000802,3.38e-05,0.229,0.705,94.957,spotify:track:7lhvRCWh069LJ5pJ8uxM1L,175440.0,4.0
Julieta Venegas,No Seré,0.648,0.71,9.0,-5.102,1.0,0.0369,0.106,2.39e-05,0.101,0.699,110.128,spotify:track:6r28VcRlmsQXjW0rR1udaR,177640.0,4.0
Julieta Venegas,Última Vez,0.617,0.44,2.0,-5.712,1.0,0.0253,0.51,0.000192,0.0866,0.209,95.974,spotify:track:4rT9oSnPAqSVocdUHcfMvS,239600.0,4.0
Julieta Venegas,Eres para Mí (with Anita Tijoux),0.8,0.685,6.0,-5.841,0.0,0.0778,0.0701,6.22e-06,0.278,0.899,96.986,spotify:track:4m3vLNZkFAjm30XxPXf7E3,192760.0,4.0
Julieta Venegas,No Hace Falta,0.541,0.672,5.0,-5.132,1.0,0.0508,0.127,1.76e-06,0.109,0.658,174.237,spotify:track:2T1rOU2vNudScQHnL3eZi6,208440.0,4.0
Julieta Venegas,Te Voy a Mostrar,0.616,0.733,0.0,-5.921,0.0,0.0338,0.0386,0.0,0.266,0.436,128.878,spotify:track:6bxZEPqWc9oSqYBa1NgA7d,198373.0,4.0
Julieta Venegas,Sin Documentos,0.7,0.717,9.0,-5.689,0.0,0.0495,0.0955,0.0,0.099,0.594,96.003,spotify:track:4NjpDjEBP5am0Bsb3v3urI,228680.0,4.0
Rush,Half the World - 2004 Remaster,0.477,0.874,7.0,-5.432,1.0,0.0332,0.000132,0.102,0.146,0.688,95.056,spotify:track:6drHXrgfLNYOJilS6FXeNr,222800.0,4.0
Rush,The Color of Right - 2004 Remaster,0.519,0.889,7.0,-5.504,1.0,0.0418,0.000274,0.00663,0.143,0.309,120.076,spotify:track:7f0mxDL2Au3hLvhtUe4l7L,288640.0,4.0
Rush,Time and Motion - 2004 Remaster,0.515,0.83,0.0,-6.185,1.0,0.0343,0.000144,0.073,0.125,0.624,136.1,spotify:track:4P5oPoOIzQFCBb4tEFLvUM,301360.0,3.0
Rush,Totem - 2004 Remaster,0.573,0.855,7.0,-6.0,0.0,0.0375,0.00392,0.00683,0.21,0.512,120.027,spotify:track:30PvTO9EWpi9t9jWdueP7S,298533.0,4.0
Rush,Dog Years - 2004 Remaster,0.504,0.911,0.0,-6.159,1.0,0.0501,3.98e-05,0.00736,0.108,0.53,118.009,spotify:track:73vRr6iK9cYdtq6UUBDV6C,295107.0,4.0
Rush,Virtuality - 2004 Remaster,0.528,0.907,7.0,-5.683,1.0,0.0494,0.000108,0.114,0.298,0.544,120.05,spotify:track:3Wdd3odOmELr46XR4MQohR,343627.0,4.0
Rush,Resist - 2004 Remaster,0.615,0.784,5.0,-6.945,1.0,0.0296,0.0332,0.0106,0.189,0.693,119.989,spotify:track:1DpppbKBTc83vX2sb3k3tc,263373.0,3.0
Rush,Limbo - 2004 Remaster,0.508,0.914,4.0,-6.127,0.0,0.0569,2.62e-05,0.784,0.383,0.443,120.184,spotify:track:24RHOdxEB3yOwVvoG3wdd7,329027.0,4.0
Rush,Carve Away the Stone - 2004 Remaster,0.546,0.908,9.0,-5.029,0.0,0.0375,0.00135,0.0259,0.0515,0.734,125.075,spotify:track:2lRrd4xhgLELY2OwqiLYrp,247600.0,3.0
Alain Pérez,A Ella Le Gustan Mis Canciones,0.712,0.866,0.0,-5.766,1.0,0.036,0.69,6.98e-05,0.207,0.816,92.546,spotify:track:0GwRsx9q2BzPAcE4KSa4YK,273393.0,4.0
Alain Pérez,ADN,0.731,0.759,5.0,-6.889,0.0,0.0473,0.554,0.0,0.0838,0.947,98.041,spotify:track:2SyfnGxvpWNzR7tbP9kPQX,270992.0,4.0
Alain Pérez,Amor Contradictorio,0.656,0.73,7.0,-7.609,1.0,0.0459,0.714,3.47e-05,0.0975,0.868,170.045,spotify:track:7KCYFnsduiRKwvXTSqq16Z,300920.0,4.0
Alain Pérez,Antonio Rodríguez,0.695,0.722,5.0,-6.853,1.0,0.0358,0.649,2.36e-05,0.114,0.706,93.917,spotify:track:2ElnjkknntsrzOpkckPYgu,301389.0,4.0
Alain Pérez,De Flor en Flor,0.756,0.647,0.0,-6.859,1.0,0.0349,0.811,0.000317,0.0719,0.84,92.032,spotify:track:2IKfl90MqGaoOOM4kT8jBS,276774.0,4.0
Alain Pérez,Chacha,0.706,0.81,7.0,-7.098,0.0,0.0336,0.705,0.0,0.128,0.857,94.943,spotify:track:6v64JbK9fFCdIcJw7A3VEi,283907.0,4.0
Alain Pérez,Shorcito,0.775,0.815,10.0,-7.575,0.0,0.0518,0.633,0.000131,0.19,0.932,106.535,spotify:track:2yuhoocd7nViYvDjSZwYzV,286157.0,4.0
Alain Pérez,Con Corbata y Sin Cabeza,0.738,0.809,9.0,-7.503,0.0,0.0484,0.711,2.48e-05,0.116,0.933,98.538,spotify:track:3lYJSxzIvRvzNs5hqyl0Wo,258062.0,4.0
Alain Pérez,Peligroso Ladrón,0.747,0.593,5.0,-6.925,0.0,0.0656,0.694,5.66e-06,0.0654,0.904,172.029,spotify:track:5I4CJY1dK4pzavPjYdD8t6,279029.0,4.0
Alain Pérez,Nos Vemos Luego,0.647,0.622,7.0,-8.481,1.0,0.0437,0.694,0.000107,0.109,0.807,166.103,spotify:track:1rCOKDmxk9Z8XjroM6wOi9,281006.0,4.0
Alain Pérez,Lloraré,0.543,0.448,0.0,-11.271,1.0,0.143,0.91,0.0108,0.0958,0.561,172.403,spotify:track:1fRLEFQGsJAAH7PmojnUHf,242307.0,3.0
Sabaton,Night Witches,0.546,0.92,5.0,-4.83,0.0,0.0592,0.00661,3.13e-06,0.904,0.265,95.996,spotify:track:7HKqux6NktekDbsMJom20j,181333.0,4.0
Sabaton,No Bullets Fly,0.458,0.925,4.0,-4.82,0.0,0.103,0.00015,0.00162,0.225,0.344,76.994,spotify:track:7sDE8aR5VD67aqYaEk3arb,217520.0,4.0
Sabaton,Smoking Snakes,0.401,0.916,8.0,-4.12,0.0,0.117,0.00138,1.63e-06,0.298,0.205,115.386,spotify:track:4hxHkYm82LIIyOKll75Buo,194787.0,3.0
Sabaton,Inmate 4859,0.376,0.797,11.0,-4.476,0.0,0.0452,0.000522,3.95e-05,0.106,0.516,164.114,spotify:track:40QQg7d6OXGjBWRjFsrZD6,266387.0,4.0
