artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
Muddy Waters,(I'm Your) Hoochie Coochie Man,0.692,0.312,7.0,-11.684,1.0,0.0375,0.833,0.0,0.0534,0.878,71.816,spotify:track:4g78lI7TkiIXIOZwzflR2U,170587.0,4.0
Dan Auerbach,"Heartbroken, In Disrepair",0.601,0.901,5.0,-8.414,0.0,0.0463,0.00912,0.256,0.264,0.934,77.742,spotify:track:3bDgjbhgJrCsKfntgE8xT1,201280.0,4.0
Broken Witt Rebels,Shake Me Down,0.523,0.652,4.0,-4.942,1.0,0.0448,0.166,4.11e-06,0.0978,0.275,157.989,spotify:track:1VJ7wyKWyXuhLxCMnk8EMT,225626.0,4.0
Ben Harper And The Innocent Criminals,Call It What It Is,0.615,0.56,0.0,-7.721,1.0,0.0389,0.442,3.99e-06,0.132,0.502,131.859,spotify:track:5RTeMqtMcVCOukwgiNg11H,227600.0,4.0
Jonny Lang,Before You Hit The Ground,0.724,0.876,11.0,-5.854,0.0,0.0873,0.16,0.00278,0.116,0.812,92.169,spotify:track:4akqDi0F86Avv9yhujAk9P,234133.0,4.0
Jimi Charles Moody,Turns To Gold,0.476,0.869,2.0,-4.13,1.0,0.0371,0.00918,3.44e-05,0.0582,0.613,77.47,spotify:track:0RQubSwJFQaAHxKC5HQfFb,219314.0,4.0
Steppenwolf,The Pusher,0.467,0.381,0.0,-13.808,1.0,0.0264,0.235,0.123,0.187,0.697,81.754,spotify:track:1Qc7zCw6k2KTvSEl4IKSdP,350467.0,4.0
Tedeschi Trucks Band,Don't Know What It Means,0.644,0.623,11.0,-9.209,0.0,0.0358,0.409,0.015,0.378,0.777,91.661,spotify:track:4YJHaGo3uS2LqLjNz0ubTQ,358253.0,4.0
Jamestown Revival,Head On,0.504,0.729,0.0,-4.91,1.0,0.0404,0.0947,8.85e-06,0.114,0.563,77.472,spotify:track:1LKGxJ4AVGDXTFBNOe0804,290653.0,4.0
Goodbye June,Oh No,0.26,0.978,8.0,-3.842,1.0,0.217,0.0005,0.000107,0.28,0.272,133.104,spotify:track:5sKEMQmbR2QKn3xXs9KVTk,220533.0,4.0
Dorothy,Shelter,0.563,0.299,4.0,-9.909,1.0,0.032,0.49,0.0,0.305,0.129,115.147,spotify:track:6VL8CcFIupoA2VBt4GDoGv,272655.0,4.0
Jimi Hendrix,Hey Joe,0.346,0.768,9.0,-5.695,1.0,0.0377,0.00603,0.38,0.0244,0.532,169.492,spotify:track:0NWPxcsf5vdjdiFUI8NgkP,210160.0,4.0
Mick Flannery,I Own You,0.538,0.721,2.0,-5.974,1.0,0.0342,0.19,5.73e-05,0.0723,0.339,141.969,spotify:track:10XGiS6tt8eNJg2HeXVQEJ,211740.0,4.0
Pink Floyd,Money - 2011 Remastered Version,0.469,0.537,9.0,-10.421,1.0,0.152,0.0241,0.00201,0.269,0.783,124.193,spotify:track:1SwE3FURO4wYshsLRggtfv,382834.0,1.0
